identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,Integer,Integer,Integer,String
E18Q1DiscountDragon_1,1,food:0,1,,174382,16130,fireball:E18Q1DiscountDragon_fireball,frenzySpell:chaos1|healthRageDeathMark:healthRageDeathMark1,13009,food:180,4.2,rage1,8,48231,1,experience:0,14855,6,4,5,
E18Q1DiscountDragon_2,2,food:50688,1,,225721,17280,fireball:E18Q1DiscountDragon_fireball,frenzySpell:chaos1|healthRageDeathMark:healthRageDeathMark1,14711,food:216,4.2,rage1,9,68106,1,experience:0,21731,6,4,5,
E18Q1DiscountDragon_3,3,food:60192,1,,259356,17280,fireball:E18Q1DiscountDragon_fireball,frenzySpell:chaos1|healthRageDeathMark:healthRageDeathMark1,17026,food:258,4.2,rage1,10,109112,1,experience:0,28958,6,4,5,
E18Q1DiscountDragon_4,4,food:72864,1,,315664,17280,fireball:E18Q1DiscountDragon_fireball,frenzySpell:chaos1|healthRageDeathMark:healthRageDeathMark1,20614,food:312,4.2,rage1,11,168413,1,experience:0,42619,6,4,5,
E18Q1DiscountDragon_5,5,food:87120,1,,383722,17280,fireball:E18Q1DiscountDragon_fireball,frenzySpell:chaos1|healthRageDeathMark:healthRageDeathMark1,25057,food:366,4.2,rage1,13,230022,1,experience:0,62985,6,4,5,
E18Q1DiscountDragon_6,6,E18Q1DiscountDragonGreenStone:1,1,have2GreenEpic,438703,17280,fireball:E18Q1DiscountDragon_fireball,frenzySpell:chaos1|healthRageDeathMark:healthRageDeathMark1|dodge:flash1,28316,food:402,4.2,rage1,14,288732,1,experience:0,81371,10,5,5,
E18Q1DiscountDragon_7,7,food:110880,1,,575379,17280,fireball:E18Q1DiscountDragon_fireball,frenzySpell:chaos1|healthRageDeathMark:healthRageDeathMark1|dodge:flash1,32638,food:456,4.2,rage1,15,350234,1,experience:0,123032,10,5,5,
E18Q1DiscountDragon_8,8,food:125136,1,,645041,17280,fireball:E18Q1DiscountDragon_fireball,frenzySpell:chaos1|healthRageDeathMark:healthRageDeathMark1|dodge:flash1,37181,food:510,4.2,rage1,17,424413,1,experience:0,157158,10,5,5,
E18Q1DiscountDragon_9,9,food:139392,1,,828995,17280,fireball:E18Q1DiscountDragon_fireball,frenzySpell:chaos1|healthRageDeathMark:healthRageDeathMark1|dodge:flash1,47354,food:564,4.2,rage1,18,513817,1,experience:0,257248,10,5,5,
E18Q1DiscountDragon_10,10,E18Q1DiscountDragonGoldStone:1,1,haveGoldLegendary,944827,17280,fireball:E18Q1DiscountDragon_fireball,frenzySpell:chaos1|healthRageDeathMark:healthRageDeathMark1|dodge:flash1|fireFlakResist01:fireFlakResist01,53718,food:618,4.2,rage1,18,621502,1,experience:0,332592,19,6,5,
