identifier,level,upgradeCost,upgradeXP,skillPointsGain,combatLevel,h
String,Integer,String,Integer,Integer,Integer,String
E19Q3_Vivian_1,1,E19Q3_VivianShard:5,,5,50,
E19Q3_Vivian_2,2,E19Q3_VivianShard:3,,1,100,
E19Q3_Vivian_3,3,E19Q3_VivianShard:3,,1,150,
E19Q3_Vivian_4,4,E19Q3_VivianShard:4,,1,200,
E19Q3_Vivian_5,5,E19Q3_VivianShard:4,,1,250,
E19Q3_Vivian_6,6,E19Q3_VivianShard:4,,1,300,
E19Q3_Vivian_7,7,E19Q3_VivianShard:4,,1,350,
E19Q3_Vivian_8,8,E19Q3_VivianShard:4,,1,400,
E19Q3_Vivian_9,9,E19Q3_VivianShard:4,,1,450,
E19Q3_Vivian_10,10,E19Q3_VivianShard:5,,5,500,
E19Q3_Vivian_11,11,E19Q3_VivianShard:5,,2,550,
E19Q3_Vivian_12,12,E19Q3_VivianShard:5,,2,600,
E19Q3_Vivian_13,13,E19Q3_VivianShard:5,,2,650,
E19Q3_Vivian_14,14,E19Q3_VivianShard:5,,2,700,
E19Q3_Vivian_15,15,E19Q3_VivianShard:5,,2,750,
E19Q3_Vivian_16,16,E19Q3_VivianShard:5,,2,800,
E19Q3_Vivian_17,17,E19Q3_VivianShard:6,,2,850,
E19Q3_Vivian_18,18,E19Q3_VivianShard:6,,2,900,
E19Q3_Vivian_19,19,E19Q3_VivianShard:6,,2,950,
E19Q3_Vivian_20,20,E19Q3_VivianShard:6,,5,1000,
E19Q3_Vivian_21,21,E19Q3_VivianShard:6,,2,1050,
E19Q3_Vivian_22,22,E19Q3_VivianShard:6,,2,1100,
E19Q3_Vivian_23,23,E19Q3_VivianShard:6,,2,1150,
E19Q3_Vivian_24,24,E19Q3_VivianShard:6,,2,1200,
E19Q3_Vivian_25,25,E19Q3_VivianShard:6,,2,1250,
E19Q3_Vivian_26,26,E19Q3_VivianShard:6,,3,1300,
E19Q3_Vivian_27,27,E19Q3_VivianShard:7,,3,1350,
E19Q3_Vivian_28,28,E19Q3_VivianShard:7,,3,1400,
E19Q3_Vivian_29,29,E19Q3_VivianShard:7,,3,1450,
E19Q3_Vivian_30,30,E19Q3_VivianShard:8,,5,1500,
E19Q3_Vivian_31,31,E19Q3_VivianShard:8,,3,1550,
E19Q3_Vivian_32,32,E19Q3_VivianShard:8,,3,1600,
E19Q3_Vivian_33,33,E19Q3_VivianShard:8,,3,1650,
E19Q3_Vivian_34,34,E19Q3_VivianShard:9,,3,1700,
E19Q3_Vivian_35,35,E19Q3_VivianShard:9,,5,1750,
E19Q3_Vivian_36,36,E19Q3_VivianShard:10,,5,1800,
E19Q3_Vivian_37,37,E19Q3_VivianShard:10,,5,1850,
E19Q3_Vivian_38,38,E19Q3_VivianShard:10,,5,1900,
E19Q3_Vivian_39,39,E19Q3_VivianShard:11,,5,1950,
E19Q3_Vivian_40,40,E19Q3_VivianShard:11,,5,2000,
E19Q3_Vivian_41,41,E19Q3_VivianShard:12,,5,2050,
E19Q3_Vivian_42,42,E19Q3_VivianShard:12,,5,2100,
E19Q3_Vivian_43,43,E19Q3_VivianShard:13,,5,2150,
E19Q3_Vivian_44,44,E19Q3_VivianShard:14,,5,2200,
E19Q3_Vivian_45,45,E19Q3_VivianShard:14,,5,2250,
E19Q3_Vivian_46,46,E19Q3_VivianShard:15,,5,2300,
E19Q3_Vivian_47,47,E19Q3_VivianShard:15,,5,2350,
E19Q3_Vivian_48,48,E19Q3_VivianShard:16,,5,2400,
E19Q3_Vivian_49,49,E19Q3_VivianShard:17,,5,2450,
E19Q3_Vivian_50,50,E19Q3_VivianShard:18,,5,2500,!@#dgagbbplfbkfgdbj
