identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,String
T5C3HFdragon_1,1,food:0,1,,123398,10086,fireball:T5C3HFdragon_fireball,,9344,food:122,4.2,rage1,6,24785,1,experience:0,3430,
T5C3HFdragon_2,2,food:24970,1,,131259,11120,fireball:T5C3HFdragon_fireball,lockdown:lockdown1,10005,food:128,4.2,rage1,7,27905,1,experience:0,5859,
T5C3HFdragon_3,3,food:26194,1,,140737,12315,fireball:T5C3HFdragon_fireball,lockdown:lockdown1,10692,food:134,4.2,rage1,7,35685,1,experience:0,6716,
T5C3HFdragon_4,4,food:34272,1,,150865,13562,fireball:T5C3HFdragon_fireball,lockdown:lockdown1,11342,food:140,4.2,rage1,7,45854,1,experience:0,7638,
T5C3HFdragon_5,5,food:36720,1,,160431,14786,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1,11969,food:150,4.2,rage1,8,57993,1,experience:0,11427,
T5C3HFdragon_6,6,food:39168,1,,194099,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1,12532,food:160,4.2,rage1,8,72115,1,experience:0,14480,
T5C3HFdragon_7,7,food:41616,1,,201445,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1,13049,food:170,4.2,rage1,8,80498,1,experience:0,15662,
T5C3HFdragon_8,8,food:44064,1,,207663,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1,13534,food:180,4.2,rage1,9,90522,1,experience:0,16716,
T5C3HFdragon_9,9,food:46512,1,,215855,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1|lightningResist01:lightningResist01,14111,food:190,4.2,rage1,9,101772,1,experience:0,23590,
T5C3HFdragon_10,10,food:48960,1,,224514,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1|lightningResist01:lightningResist01,14812,food:200,4.2,rage1,9,113573,1,experience:0,25740,
T5C3HFdragon_11,11,food:52632,1,,238607,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1|lightningResist01:lightningResist01,15664,food:215,4.2,rage1,10,127648,1,experience:0,28958,
T5C3HFdragon_12,12,food:56304,1,,255397,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1|lightningResist01:lightningResist01,16631,food:230,4.2,rage1,10,190515,1,experience:0,32890,
T5C3HFdragon_13,13,food:79661,1,,273319,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1|lightningResist01:lightningResist01,17749,food:245,4.2,rage1,11,212550,1,experience:0,37577,
T5C3HFdragon_14,14,food:84538,1,,290410,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1|lightningResist01:lightningResist01,18965,food:260,4.2,rage1,11,227400,1,experience:0,42619,
T5C3HFdragon_15,15,food:89415,1,,310697,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1|lightningResist01:lightningResist01,20232,food:275,4.2,rage1,12,297507,1,experience:0,48667,
T5C3HFdragon_16,16,food:115327,1,,332333,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1|lightningResist01:lightningResist01,21583,food:290,4.2,rage1,12,316037,1,experience:0,55510,
T5C3HFdragon_17,17,food:121293,1,,353024,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1|lightningResist01:lightningResist01,23052,food:305,4.2,rage1,13,395098,1,experience:0,62985,
T5C3HFdragon_18,18,food:148772,1,,377504,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1|lightningResist01:lightningResist01,24583,food:320,4.2,rage1,13,422432,1,experience:0,71859,
T5C3HFdragon_19,19,food:155746,1,,403607,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1|lightningResist01:lightningResist01,26050,food:335,4.2,rage1,14,448645,1,experience:0,81371,
T5C3HFdragon_20,20,food:162719,1,,428642,15840,fireball:T5C3HFdragon_fireball,lockdown:lockdown1|kamikaze:selfDestruct1|lightningResist01:lightningResist01,27480,food:350,4.2,rage1,14,0,1.2,experience:0,91190,!@#lojaipadjahkijna
