identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,String
T7C3HDdragon_1,1,food:0,1,,1476164,17280,fireball:T7C3HDdragon_fireball,,83202,food:762,4.2,rage1,18,544552,1,experience:0,309520,
T7C3HDdragon_2,2,food:205920,1,,1513057,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1,85788,food:780,4.2,rage1,19,558164,1,experience:0,490676,
T7C3HDdragon_3,3,food:210672,1,,1550871,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1,88096,food:798,4.2,rage1,19,649998,1,experience:0,516488,
T7C3HDdragon_4,4,food:215424,1,,1589627,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1,90298,food:816,4.2,rage1,19,766701,1,experience:0,542640,
T7C3HDdragon_5,5,food:220176,1,,1629356,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1,92555,food:834,4.2,rage1,20,883335,1,experience:0,760144,
T7C3HDdragon_6,6,food:224928,1,,1670079,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1,94869,food:852,4.2,rage1,20,1000866,1,experience:0,798564,
T7C3HDdragon_7,7,food:229680,1,,1711822,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1,97240,food:870,4.2,rage1,20,1025887,1,experience:0,838980,
T7C3HDdragon_8,8,food:234432,1,,1754606,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1,99671,food:888,4.2,rage1,21,1051532,1,experience:0,881520,
T7C3HDdragon_9,9,food:239184,1,,1798461,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1,102163,food:906,4.2,rage1,21,1077820,1,experience:0,1203895,
T7C3HDdragon_10,10,food:243936,1,,1843414,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1,104717,food:924,4.2,rage1,21,1104763,1,experience:0,1264916,
T7C3HDdragon_11,11,food:248688,1,,1889486,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1,107334,food:942,4.2,rage1,22,1132381,1,experience:0,1328896,
T7C3HDdragon_12,12,food:253440,1,,1936708,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1,110018,food:960,4.2,rage1,22,1160691,1,experience:0,1396122,
T7C3HDdragon_13,13,food:258192,1,,1985111,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1,112768,food:978,4.2,rage1,22,1189708,1,experience:0,1466888,
T7C3HDdragon_14,14,food:262944,1,,2034722,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,115587,food:996,4.2,rage1,23,1219450,1,experience:0,1541051,
T7C3HDdragon_15,15,food:267696,1,,2085576,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,118477,food:1014,4.2,rage1,23,1249935,1,experience:0,1619027,
T7C3HDdragon_16,16,food:272448,1,,2137699,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,121438,food:1032,4.2,rage1,23,1281184,1,experience:0,1701014,
T7C3HDdragon_17,17,food:277200,1,,2191124,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,124474,food:1050,4.2,rage1,24,1313211,1,experience:0,1787102,
T7C3HDdragon_18,18,food:281952,1,,2245887,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,127586,food:1068,4.2,rage1,24,1787812,1,experience:0,1877616,
T7C3HDdragon_19,19,food:380801,1,,2302023,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,130776,food:1086,4.2,rage1,24,1832505,1,experience:0,1972653,
T7C3HDdragon_20,20,food:387113,1,,2359564,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,134045,food:1104,4.2,rage1,25,1878315,1,experience:0,2072429,
T7C3HDdragon_21,21,food:393424,1,,2418546,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,137396,food:1122,4.2,rage1,25,1925271,1,experience:0,2177409,
T7C3HDdragon_22,22,food:399736,1,,2479006,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,140831,food:1140,4.2,rage1,25,2413642,1,experience:0,2287584,
T7C3HDdragon_23,23,food:496631,1,,2540974,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,144351,food:1158,4.2,rage1,26,2473982,1,experience:0,2403434,
T7C3HDdragon_24,24,food:504351,1,,2604489,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,147960,food:1176,4.2,rage1,26,2535828,1,experience:0,2525078,
T7C3HDdragon_25,25,food:512070,1,,2669589,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,151659,food:1194,4.2,rage1,26,2599221,1,experience:0,2652892,
T7C3HDdragon_26,26,food:519790,1,,2736314,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,155450,food:1212,4.2,rage1,26,3114611,1,experience:0,2787130,
T7C3HDdragon_27,27,food:616691,1,,2804704,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,157345,food:1230,4.2,rage1,26,3192472,1,experience:0,2891632,
T7C3HDdragon_28,28,food:625715,1,,2874801,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,159271,food:1248,4.2,rage1,26,3272283,1,experience:0,3000270,
T7C3HDdragon_29,29,food:634740,1,,2946652,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,163253,food:1266,4.2,rage1,26,3354088,1,experience:0,3152119,
T7C3HDdragon_30,30,food:643765,1,,3020303,17280,fireball:T7C3HDdragon_fireball,galvanicOverloadSpell:galvanicOverload1|stealEssence:stealEssence1|cloak:cloak1|cannonResist01:cannonResist01,167334,food:1284,4.2,rage1,26,0,1.2,experience:0,3311685,!@#facncdadladmkile
