identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,Integer,Integer,Integer,String
springSorcererDragon_1,1,food:34272,1,,160294,13562,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1,10712,food:140,3.8,rage3,7,56974,1,experience:0,13239,7,4,5,
springSorcererDragon_2,2,food:39168,1,,206230,15840,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1,11836,food:160,3.8,rage3,8,95783,1,experience:0,18824,7,4,5,
springSorcererDragon_3,3,food:58526,1,,220642,15840,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1,12782,food:180,3.8,rage3,9,120232,1,experience:0,21731,7,4,5,
springSorcererDragon_4,4,food:79536,1,,238546,15840,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1,13989,food:200,3.8,rage3,9,184501,1,experience:0,25740,7,4,5,
springSorcererDragon_5,5,food:106930,1,,271360,15840,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1,15707,food:230,3.8,rage3,10,215866,1,experience:0,32890,7,4,5,
springSorcererDragon_6,6,food:112811,1,,308561,15840,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1,17911,food:260,3.8,rage3,11,252563,1,experience:0,42619,7,4,5,
springSorcererDragon_7,7,springSorcererGreenStone:1,1,have2GreenEpic,435976,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1,25236,food:384,3.8,rage3,13,271862,1,experience:0,71859,13,5,5,
springSorcererDragon_8,8,food:125562,1,,495035,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1,28210,food:420,3.8,rage3,14,308628,1,experience:0,91190,13,5,5,
springSorcererDragon_9,9,food:132468,1,,611340,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1,30825,food:456,3.8,rage3,15,465181,1,experience:0,123032,13,5,5,
springSorcererDragon_10,10,food:139753,1,,657997,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1,33442,food:492,3.8,rage3,16,530981,1,experience:0,143712,13,5,5,
springSorcererDragon_11,11,food:147440,1,,727580,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1,37112,food:528,3.8,rage3,17,589581,1,experience:0,176280,13,5,5,
springSorcererDragon_12,12,food:155549,1,,829843,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1,41935,food:564,3.8,rage3,18,648181,1,experience:0,227211,13,5,5,
springSorcererDragon_13,13,springSorcererGoldStone:1,1,haveGoldLegendary,880807,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,44724,food:582,3.8,rage3,18,706781,1,experience:0,257248,21,6,5,
springSorcererDragon_14,14,food:173130,1,,1065343,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,54091,food:636,3.8,rage3,18,765381,1,experience:0,376319,21,6,5,
springSorcererDragon_15,15,food:182652,1,,1287497,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,65104,food:690,3.8,rage3,18,823981,1,experience:0,547349,21,6,5,
springSorcererDragon_16,16,food:192698,1,,1515251,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,75736,food:744,3.8,rage3,19,882581,1,experience:0,749362,21,6,5,
springSorcererDragon_17,17,food:203296,1,have2LegendaryGold,1647800,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,83201,food:798,3.8,rage3,19,941181,1,experience:0,895245,21,6,5,
springSorcererDragon_18,18,food:214477,1,,1774459,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,89598,food:852,3.8,rage3,20,999781,1,experience:0,1038133,21,6,5,
springSorcererDragon_19,19,food:226274,1,,1910865,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,96487,food:906,3.8,rage3,21,1044683,1,experience:0,1203895,21,6,5,
springSorcererDragon_20,20,food:238719,1,,2057752,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,103906,food:960,3.8,rage3,22,1117811,1,experience:0,1396122,21,6,5,
springSorcererDragon_21,21,springSorcererPlatinumStone:1,1,havePlatinumLegendary,2161892,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,109166,food:996,3.8,rage3,23,1229592,1,experience:0,1541051,29,7,5,
springSorcererDragon_22,22,food:265700,1,,2328070,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,117559,food:1050,3.8,rage3,24,1352551,1,experience:0,1787102,29,7,5,
springSorcererDragon_23,23,food:280313,1,,2507037,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,126598,food:1104,3.8,rage3,25,1487806,1,experience:0,2072429,29,7,5,
springSorcererDragon_24,24,food:295731,1,,2699785,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,136332,food:1158,3.8,rage3,26,1636587,1,experience:0,2403434,29,7,5,
springSorcererDragon_25,25,food:311996,1,,2907334,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,146814,food:1212,3.8,rage3,26,1800246,1,experience:0,2787130,29,7,5,
springSorcererDragon_26,26,food:329156,1,have2LegendaryPlatinum,3130818,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,154183,food:1266,3.8,rage3,26,1980271,1,experience:0,3152119,29,7,5,
springSorcererDragon_27,27,food:347259,1,,3273572,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,161214,food:1284,3.8,rage3,26,2178298,1,experience:0,3446151,29,7,5,
springSorcererDragon_28,28,food:366358,1,,3372763,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,166098,food:1284,3.8,rage3,26,2396128,1,experience:0,3658157,29,7,5,
springSorcererDragon_29,29,springSorcererSapphireStone:1,1,haveLegendarySapphire,3455771,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,170189,food:1338,3.8,rage3,27,2635741,1,experience:0,3840428,36,8,5,
springSorcererDragon_30,30,food:407766,1,,3630695,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,178805,food:1374,3.8,rage3,27,2899315,1,experience:0,4239073,36,8,5,
springSorcererDragon_31,31,food:430193,1,,3814476,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,187857,food:1410,3.8,rage3,28,3189247,1,experience:0,4679076,36,8,5,
springSorcererDragon_32,32,food:453854,1,,4007557,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,197367,food:1446,3.8,rage3,29,3508172,1,experience:0,5164786,36,8,5,
springSorcererDragon_33,33,food:478816,1,have2LegendarySapphire,4210401,17280,lockon:T8C3SIdragon_lockon,frenzySpell:chaos1|invincibleSpell:invincible1|freezeSpell:iceShock1|lightningResist01:lightningResist01,207358,food:1482,3.8,rage3,29,3858989,1,experience:0,5701042,36,8,5,
