identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,String
ChineseTutorialUpgrades_1,1,,0,,10000,3,lockon:chinese_attackTut,,1200,food:10,3,rageChinese,1,100,1,experience:100,100,
ChineseTutorialUpgrades_2,2,food:10,15,level02,10200,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rageChinese,2,150,1,experience:100,200,
ChineseTutorialUpgrades_3,3,food:40,900,level03,9540,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,200,1,experience:100,300,
ChineseTutorialUpgrades_4,4,food:230,3600,level04,12340,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,250,1,experience:100,400,
ChineseTutorialUpgrades_5,5,food:660,7200,level05,14410,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,300,1,experience:100,500,
ChineseTutorialUpgrades_6,6,food:1430,10800,level06,14250,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,350,1,experience:100,600,
ChineseTutorialUpgrades_7,7,food:5280,21600,level08,24930,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,400,1,experience:100,700,
ChineseTutorialUpgrades_8,8,food:24440,43200,level11,44430,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,450,1,experience:100,800,
ChineseTutorialUpgrades_9,9,food:150840,108000,level15,77220,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,500,1,experience:100,900,
ChineseTutorialUpgrades_10,10,food:150840,108000,level15,77220,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,550,1,experience:100,1000,
ChineseTutorialUpgrades_11,11,food:150840,108000,level15,77220,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,600,1,experience:100,1100,
ChineseTutorialUpgrades_12,12,food:150840,108000,level15,77220,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,650,1,experience:100,1200,
ChineseTutorialUpgrades_13,13,food:150840,108000,level15,77220,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,700,1,experience:100,1300,
ChineseTutorialUpgrades_14,14,food:150840,108000,level15,77220,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,750,1,experience:100,1400,
ChineseTutorialUpgrades_15,15,food:150840,108000,level15,77220,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,800,1,experience:100,1500,
ChineseTutorialUpgrades_16,16,food:150840,108000,level15,77220,300,lockon:chinese_attackTut,chainLightning:chainLightningTut,1200,food:10,3,rage2,2,850,1,experience:100,1600,!@#egappcnphhcgcilb
