identifier,level,upgradeCost,upgradeXP,skillPointsGain,combatLevel,h
String,Integer,String,Integer,Integer,Integer,String
E17Q4_Kayla_1,1,E17Q4_KaylaShard:5,,5,50,
E17Q4_Kayla_2,2,E17Q4_KaylaShard:3,,1,100,
E17Q4_Kayla_3,3,E17Q4_KaylaShard:3,,1,150,
E17Q4_Kayla_4,4,E17Q4_KaylaShard:4,,1,200,
E17Q4_Kayla_5,5,E17Q4_KaylaShard:4,,1,250,
E17Q4_Kayla_6,6,E17Q4_KaylaShard:4,,1,300,
E17Q4_Kayla_7,7,E17Q4_KaylaShard:4,,1,350,
E17Q4_Kayla_8,8,E17Q4_KaylaShard:4,,1,400,
E17Q4_Kayla_9,9,E17Q4_KaylaShard:4,,1,450,
E17Q4_Kayla_10,10,E17Q4_KaylaShard:5,,5,500,
E17Q4_Kayla_11,11,E17Q4_KaylaShard:5,,2,550,
E17Q4_Kayla_12,12,E17Q4_KaylaShard:5,,2,600,
E17Q4_Kayla_13,13,E17Q4_KaylaShard:5,,2,650,
E17Q4_Kayla_14,14,E17Q4_KaylaShard:5,,2,700,
E17Q4_Kayla_15,15,E17Q4_KaylaShard:5,,2,750,
E17Q4_Kayla_16,16,E17Q4_KaylaShard:5,,2,800,
E17Q4_Kayla_17,17,E17Q4_KaylaShard:6,,2,850,
E17Q4_Kayla_18,18,E17Q4_KaylaShard:6,,2,900,
E17Q4_Kayla_19,19,E17Q4_KaylaShard:6,,2,950,
E17Q4_Kayla_20,20,E17Q4_KaylaShard:6,,5,1000,
E17Q4_Kayla_21,21,E17Q4_KaylaShard:6,,2,1050,
E17Q4_Kayla_22,22,E17Q4_KaylaShard:6,,2,1100,
E17Q4_Kayla_23,23,E17Q4_KaylaShard:6,,2,1150,
E17Q4_Kayla_24,24,E17Q4_KaylaShard:6,,2,1200,
E17Q4_Kayla_25,25,E17Q4_KaylaShard:6,,2,1250,
E17Q4_Kayla_26,26,E17Q4_KaylaShard:6,,2,1300,
E17Q4_Kayla_27,27,E17Q4_KaylaShard:7,,2,1350,
E17Q4_Kayla_28,28,E17Q4_KaylaShard:7,,2,1400,
E17Q4_Kayla_29,29,E17Q4_KaylaShard:7,,2,1450,
E17Q4_Kayla_30,30,E17Q4_KaylaShard:8,,5,1500,
E17Q4_Kayla_31,31,E17Q4_KaylaShard:8,,3,1550,
E17Q4_Kayla_32,32,E17Q4_KaylaShard:8,,3,1600,
E17Q4_Kayla_33,33,E17Q4_KaylaShard:8,,3,1650,
E17Q4_Kayla_34,34,E17Q4_KaylaShard:9,,3,1700,
E17Q4_Kayla_35,35,E17Q4_KaylaShard:9,,3,1750,
E17Q4_Kayla_36,36,E17Q4_KaylaShard:10,,3,1800,
E17Q4_Kayla_37,37,E17Q4_KaylaShard:10,,3,1850,
E17Q4_Kayla_38,38,E17Q4_KaylaShard:10,,3,1900,
E17Q4_Kayla_39,39,E17Q4_KaylaShard:11,,3,1950,
E17Q4_Kayla_40,40,E17Q4_KaylaShard:11,,5,2000,
E17Q4_Kayla_41,41,E17Q4_KaylaShard:12,,3,2050,
E17Q4_Kayla_42,42,E17Q4_KaylaShard:12,,3,2100,
E17Q4_Kayla_43,43,E17Q4_KaylaShard:13,,3,2150,
E17Q4_Kayla_44,44,E17Q4_KaylaShard:14,,3,2200,
E17Q4_Kayla_45,45,E17Q4_KaylaShard:14,,5,2250,
E17Q4_Kayla_46,46,E17Q4_KaylaShard:15,,3,2300,
E17Q4_Kayla_47,47,E17Q4_KaylaShard:15,,3,2350,
E17Q4_Kayla_48,48,E17Q4_KaylaShard:16,,3,2400,
E17Q4_Kayla_49,49,E17Q4_KaylaShard:17,,3,2450,
E17Q4_Kayla_50,50,E17Q4_KaylaShard:18,,5,2500,!@#alfolmkpghhlpbnn
