identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,Integer,Integer,Integer,String
summerHunterDragon_1,1,food:34272,1,,156900,13562,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1,11796,food:140,4.2,rage1,7,56974,1,experience:0,14319,7,4,4,
summerHunterDragon_2,2,food:39168,1,,201863,15840,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1,13033,food:160,4.2,rage1,8,95783,1,experience:0,20360,7,4,4,
summerHunterDragon_3,3,food:58526,1,,215970,15840,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1,14075,food:180,4.2,rage1,9,120232,1,experience:0,23504,7,4,4,
summerHunterDragon_4,4,food:79536,1,,233495,15840,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1,15404,food:200,4.2,rage1,9,184501,1,experience:0,27840,7,4,4,
summerHunterDragon_5,5,food:106930,1,,265613,15840,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1,17296,food:230,4.2,rage1,10,215866,1,experience:0,35574,7,4,4,
summerHunterDragon_6,6,food:112811,1,,302026,15840,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1,19724,food:260,4.2,rage1,11,252563,1,experience:0,46097,7,4,4,
summerHunterDragon_7,7,summerHunterGreenStone:1,1,have2GreenEpic,426743,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1,27789,food:384,4.2,rage1,13,271862,1,experience:0,77723,13,5,4,
summerHunterDragon_8,8,food:125562,1,,484553,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1,31064,food:420,4.2,rage1,14,308628,1,experience:0,98631,13,5,4,
summerHunterDragon_9,9,food:132468,1,,598394,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1,33944,food:456,4.2,rage1,15,465181,1,experience:0,133071,13,5,4,
summerHunterDragon_10,10,food:139753,1,,644063,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1,36825,food:492,4.2,rage1,16,530981,1,experience:0,155439,13,5,4,
summerHunterDragon_11,11,food:147440,1,,712172,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1,40867,food:528,4.2,rage1,17,589581,1,experience:0,190664,13,5,4,
summerHunterDragon_12,12,food:155549,1,,812270,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1,46177,food:564,4.2,rage1,18,648181,1,experience:0,245751,13,5,4,
summerHunterDragon_13,13,summerHunterGoldStone:1,1,haveGoldLegendary,862155,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,49248,food:582,4.2,rage1,18,706781,1,experience:0,278239,21,6,4,
summerHunterDragon_14,14,food:173130,1,,1042783,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,59564,food:636,4.2,rage1,18,765381,1,experience:0,407027,21,6,4,
summerHunterDragon_15,15,food:182652,1,,1260232,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,71691,food:690,4.2,rage1,18,823981,1,experience:0,592013,21,6,4,
summerHunterDragon_16,16,food:192698,1,,1483164,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,83399,food:744,4.2,rage1,19,882581,1,experience:0,810510,21,6,5,
summerHunterDragon_17,17,food:203296,1,have2LegendaryGold,1612906,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,91620,food:798,4.2,rage1,19,941181,1,experience:0,968297,21,6,5,
summerHunterDragon_18,18,food:214477,1,,1736882,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,98664,food:852,4.2,rage1,20,999781,1,experience:0,1122845,21,6,5,
summerHunterDragon_19,19,food:226274,1,,1870399,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,106250,food:906,4.2,rage1,21,1044683,1,experience:0,1302133,21,6,5,
summerHunterDragon_20,20,food:238719,1,,2014176,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,114419,food:960,4.2,rage1,22,1117811,1,experience:0,1510046,21,6,5,
summerHunterDragon_21,21,summerHunterPlatinumStone:1,1,havePlatinumLegendary,2116111,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,120210,food:996,4.2,rage1,23,1229592,1,experience:0,1666801,29,7,5,
summerHunterDragon_22,22,food:265700,1,,2278769,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,129453,food:1050,4.2,rage1,24,1352551,1,experience:0,1932930,29,7,5,
summerHunterDragon_23,23,food:280313,1,,2453947,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,139407,food:1104,4.2,rage1,25,1487806,1,experience:0,2241539,29,7,5,
summerHunterDragon_24,24,food:295731,1,,2642613,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,150125,food:1158,4.2,rage1,26,1636587,1,experience:0,2599554,29,7,5,
summerHunterDragon_25,25,food:311996,1,,2845767,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,161668,food:1212,4.2,rage1,26,1800246,1,experience:0,3014560,29,7,5,
summerHunterDragon_26,26,food:329156,1,have2LegendaryPlatinum,3064518,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,169783,food:1266,4.2,rage1,26,1980271,1,experience:0,3409332,29,7,5,
summerHunterDragon_27,27,food:347259,1,,3141115,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,174027,food:1284,4.2,rage1,26,2178298,1,experience:0,3581918,29,7,5,
summerHunterDragon_28,28,food:366358,1,,3219628,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,178378,food:1284,4.2,rage1,26,2396128,1,experience:0,3763165,29,7,5,
summerHunterDragon_29,29,summerHunterSapphireStone:1,1,haveLegendarySapphire,3382590,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,187408,food:1338,4.2,rage1,27,2635741,1,experience:0,4153807,36,8,5,
summerHunterDragon_30,30,food:407766,1,,3553810,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,196896,food:1374,4.2,rage1,27,2899315,1,experience:0,4584981,36,8,5,
summerHunterDragon_31,31,food:430193,1,,3733699,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,206863,food:1410,4.2,rage1,28,3189247,1,experience:0,5060889,36,8,5,
summerHunterDragon_32,32,food:453854,1,,3922691,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,217335,food:1446,4.2,rage1,29,3508172,1,experience:0,5586233,36,8,5,
summerHunterDragon_33,33,food:478816,1,have2LegendarySapphire,4121239,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,228337,food:1482,4.2,rage1,29,3858989,1,experience:0,6166247,36,8,5,
summerHunterDragon_34,34,food:505151,1,,4329839,17280,fireball:T2C2HEdragon_fireball,chainLightning:whiteChainLightning1|healingMark:healingMark1|cloak:cloak1|iceTurretResist01:iceTurretResist01,239897,food:1518,4.2,rage1,30,4244888,1,experience:0,6806243,36,8,5,
