identifier,level,upgradeCost,upgradeXP,skillPointsGain,combatLevel,h
String,Integer,String,Integer,Integer,Integer,String
Atlas_CaptainWind_1,1,purpleRiderShard:500,,5,100,
Atlas_CaptainWind_2,2,redRiderShard:2,400,1,200,
Atlas_CaptainWind_3,3,redRiderShard:2,579,1,300,
Atlas_CaptainWind_4,4,redRiderShard:3,734,1,400,
Atlas_CaptainWind_5,5,redRiderShard:3,873,1,500,
Atlas_CaptainWind_6,6,redRiderShard:3,1003,1,600,
Atlas_CaptainWind_7,7,redRiderShard:3,1126,1,700,
Atlas_CaptainWind_8,8,redRiderShard:3,1247,1,800,
Atlas_CaptainWind_9,9,redRiderShard:3,1364,1,900,
Atlas_CaptainWind_10,10,redRiderShard:4,1481,5,1000,
Atlas_CaptainWind_11,11,redRiderShard:4,1598,2,1100,
Atlas_CaptainWind_12,12,redRiderShard:4,1716,2,1200,
Atlas_CaptainWind_13,13,redRiderShard:4,1837,2,1300,
Atlas_CaptainWind_14,14,redRiderShard:4,1960,2,1400,
Atlas_CaptainWind_15,15,redRiderShard:4,2087,2,1500,
Atlas_CaptainWind_16,16,redRiderShard:4,2217,2,1600,
Atlas_CaptainWind_17,17,redRiderShard:5,2352,2,1700,
Atlas_CaptainWind_18,18,redRiderShard:5,2493,2,1800,
Atlas_CaptainWind_19,19,redRiderShard:5,2639,2,1900,
Atlas_CaptainWind_20,20,redRiderShard:5,2790,5,2000,
Atlas_CaptainWind_21,21,redRiderShard:5,2948,2,2100,
Atlas_CaptainWind_22,22,redRiderShard:6,3113,2,2200,
Atlas_CaptainWind_23,23,redRiderShard:6,3285,2,2300,
Atlas_CaptainWind_24,24,redRiderShard:6,3466,2,2400,
Atlas_CaptainWind_25,25,redRiderShard:6,3654,2,2500,
Atlas_CaptainWind_26,26,redRiderShard:6,3853,2,2600,
Atlas_CaptainWind_27,27,redRiderShard:7,4061,2,2700,
Atlas_CaptainWind_28,28,redRiderShard:7,4278,2,2800,
Atlas_CaptainWind_29,29,redRiderShard:7,4506,2,2900,
Atlas_CaptainWind_30,30,redRiderShard:8,4746,5,3000,
Atlas_CaptainWind_31,31,redRiderShard:8,4998,3,3100,
Atlas_CaptainWind_32,32,redRiderShard:8,5262,3,3200,
Atlas_CaptainWind_33,33,redRiderShard:8,5540,3,3300,
Atlas_CaptainWind_34,34,redRiderShard:9,5831,3,3400,
Atlas_CaptainWind_35,35,redRiderShard:9,6138,3,3500,
Atlas_CaptainWind_36,36,redRiderShard:10,6460,3,3600,
Atlas_CaptainWind_37,37,redRiderShard:10,6799,3,3700,
Atlas_CaptainWind_38,38,redRiderShard:10,7154,3,3800,
Atlas_CaptainWind_39,39,redRiderShard:11,7529,3,3900,
Atlas_CaptainWind_40,40,redRiderShard:11,7922,5,4000,
Atlas_CaptainWind_41,41,redRiderShard:12,8336,3,4100,
Atlas_CaptainWind_42,42,redRiderShard:12,8772,3,4200,
Atlas_CaptainWind_43,43,redRiderShard:13,9229,3,4300,
Atlas_CaptainWind_44,44,redRiderShard:14,9710,3,4400,
Atlas_CaptainWind_45,45,redRiderShard:14,10217,5,4500,
Atlas_CaptainWind_46,46,redRiderShard:15,10750,3,4600,
Atlas_CaptainWind_47,47,redRiderShard:15,11311,3,4700,
Atlas_CaptainWind_48,48,redRiderShard:16,11900,3,4800,
Atlas_CaptainWind_49,49,redRiderShard:17,12521,3,4900,
Atlas_CaptainWind_50,50,redRiderShard:18,13173,5,5000,
Atlas_CaptainWind_51,51,redRiderShard:18,13800,5,5100,
Atlas_CaptainWind_52,52,redRiderShard:19,14500,5,5200,
Atlas_CaptainWind_53,53,redRiderShard:19,15300,5,5300,
Atlas_CaptainWind_54,54,redRiderShard:20,16150,5,5400,
Atlas_CaptainWind_55,55,redRiderShard:20,17150,5,5500,!@#lihpopmlcpodolan
