identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,String
aprilGoldDragon_1,1,food:0,1,,760848,17280,flamethrower:T6C3WFdragon_flamethrower,,7043,food:438,4.2,rage2,15,203039,1,experience:0,43643,
aprilGoldDragon_2,2,food:120384,1,,791146,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1,7344,food:456,4.2,rage2,15,215594,1,experience:0,70980,
aprilGoldDragon_3,3,food:125136,1,,817942,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1,7632,food:474,4.2,rage2,16,261714,1,experience:0,76266,
aprilGoldDragon_4,4,food:129888,1,,851525,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1,7967,food:492,4.2,rage2,16,321745,1,experience:0,82911,
aprilGoldDragon_5,5,food:134640,1,,886931,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1,8366,food:510,4.2,rage2,17,383938,1,experience:0,120891,
aprilGoldDragon_6,6,food:139392,1,,941573,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1,8842,food:528,4.2,rage2,17,453299,1,experience:0,135600,
aprilGoldDragon_7,7,food:144144,1,,1005644,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1,9377,food:546,4.2,rage2,18,484080,1,experience:0,153659,
aprilGoldDragon_8,8,food:148896,1,,1073915,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1,9991,food:564,4.2,rage2,18,513817,1,experience:0,174778,
aprilGoldDragon_9,9,food:153648,1,,1139868,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01,10655,food:582,4.2,rage2,18,548589,1,experience:0,257248,
aprilGoldDragon_10,10,food:158400,1,,1216983,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01,11348,food:600,4.2,rage2,18,585633,1,experience:0,292531,
aprilGoldDragon_11,11,food:163152,1,,1299136,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01,12087,food:618,4.2,rage2,18,621502,1,experience:0,332592,
aprilGoldDragon_12,12,food:167904,1,,1378679,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01,12887,food:636,4.2,rage2,18,663337,1,experience:0,376319,
aprilGoldDragon_13,13,food:172656,1,,1471458,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01,13721,food:654,4.2,rage2,18,707895,1,experience:0,427661,
aprilGoldDragon_14,14,food:177408,1,,1570282,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,14592,food:672,4.2,rage2,18,751132,1,experience:0,485316,
aprilGoldDragon_15,15,food:182160,1,,1666173,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,15510,food:690,4.2,rage2,18,796983,1,experience:0,547349,
aprilGoldDragon_16,16,food:186912,1,,1767860,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,16420,food:708,4.2,rage2,18,821470,1,experience:0,614796,
aprilGoldDragon_17,17,food:191664,1,,1872711,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,17274,food:726,4.2,rage2,18,842004,1,experience:0,685143,
aprilGoldDragon_18,18,food:196416,1,,1960913,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,18043,food:744,4.2,rage2,18,1146308,1,experience:0,749362,
aprilGoldDragon_19,19,food:267192,1,,2029725,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,18721,food:762,4.2,rage2,18,1174963,1,experience:0,804752,
aprilGoldDragon_20,20,food:273504,1,,2080453,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,19303,food:780,4.2,rage2,18,1204334,1,experience:0,850504,
aprilGoldDragon_21,21,food:279815,1,,2132447,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,19822,food:798,4.2,rage2,18,1234440,1,experience:0,895245,
aprilGoldDragon_22,22,food:286127,1,,2185738,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,20317,food:816,4.2,rage2,18,1547569,1,experience:0,940576,
aprilGoldDragon_23,23,food:357677,1,,2240365,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,20825,food:834,4.2,rage2,18,1586256,1,experience:0,988187,
aprilGoldDragon_24,24,food:365397,1,,2296359,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,21346,food:852,4.2,rage2,18,1625913,1,experience:0,1038133,
aprilGoldDragon_25,25,food:373117,1,,2353755,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,21879,food:870,4.2,rage2,18,1666559,1,experience:0,1090674,
aprilGoldDragon_26,26,food:380836,1,,2412583,17280,flamethrower:T6C3WFdragon_flamethrower,chargedShield:chargedShield1|invertSpell:invert1|archerResist01:archerResist01|cannonResist01:cannonResist01,22426,food:888,4.2,rage2,18,1997012,1,experience:0,1145976,
