identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,String
marchGoldDragon_1,1,food:0,1,,553344,17280,fireball:T6C3HIdragon_fireball,,31299,food:438,4.2,rage1,15,203039,1,experience:0,43643,
marchGoldDragon_2,2,food:120384,1,,575379,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1,32638,food:456,4.2,rage1,15,215594,1,experience:0,70980,
marchGoldDragon_3,3,food:125136,1,,594867,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1,33917,food:474,4.2,rage1,16,261714,1,experience:0,76266,
marchGoldDragon_4,4,food:129888,1,,619291,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1,35409,food:492,4.2,rage1,16,321745,1,experience:0,82911,
marchGoldDragon_5,5,food:134640,1,,645041,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1,37181,food:510,4.2,rage1,17,383938,1,experience:0,120891,
marchGoldDragon_6,6,food:139392,1,,684781,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1,39295,food:528,4.2,rage1,17,453299,1,experience:0,135600,
marchGoldDragon_7,7,food:144144,1,,731377,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1,41676,food:546,4.2,rage1,18,484080,1,experience:0,153659,
marchGoldDragon_8,8,food:148896,1,,781029,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1,44401,food:564,4.2,rage1,18,513817,1,experience:0,174778,
marchGoldDragon_9,9,food:153648,1,,828995,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1,47354,food:582,4.2,rage1,18,548589,1,experience:0,257248,
marchGoldDragon_10,10,food:158400,1,,885079,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1,50435,food:600,4.2,rage1,18,585633,1,experience:0,292531,
marchGoldDragon_11,11,food:163152,1,,944827,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1,53718,food:618,4.2,rage1,18,621502,1,experience:0,332592,
marchGoldDragon_12,12,food:167904,1,,1002676,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1,57273,food:636,4.2,rage1,18,663337,1,experience:0,376319,
marchGoldDragon_13,13,food:172656,1,,1070151,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1,60983,food:654,4.2,rage1,18,707895,1,experience:0,427661,
marchGoldDragon_14,14,food:177408,1,,1142023,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,64854,food:672,4.2,rage1,18,751132,1,experience:0,485316,
marchGoldDragon_15,15,food:182160,1,,1211762,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,68934,food:690,4.2,rage1,18,796983,1,experience:0,547349,
marchGoldDragon_16,16,food:186912,1,,1285716,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,72976,food:708,4.2,rage1,18,821470,1,experience:0,614796,
marchGoldDragon_17,17,food:191664,1,,1361972,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,76770,food:726,4.2,rage1,18,842004,1,experience:0,685143,
marchGoldDragon_18,18,food:196416,1,,1426119,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,80191,food:744,4.2,rage1,18,1146308,1,experience:0,749362,
marchGoldDragon_19,19,food:267192,1,,1476164,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,83202,food:762,4.2,rage1,18,1174963,1,experience:0,804752,
marchGoldDragon_20,20,food:273504,1,,1513057,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,85788,food:780,4.2,rage1,18,1204334,1,experience:0,850504,
marchGoldDragon_21,21,food:279815,1,,1550871,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,88096,food:798,4.2,rage1,18,1234440,1,experience:0,895245,
marchGoldDragon_22,22,food:286127,1,,1589627,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,90298,food:816,4.2,rage1,18,1547569,1,experience:0,940576,
marchGoldDragon_23,23,food:357677,1,,1629356,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,92555,food:834,4.2,rage1,18,1586256,1,experience:0,988187,
marchGoldDragon_24,24,food:365397,1,,1670079,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,94869,food:852,4.2,rage1,18,1625913,1,experience:0,1038133,
marchGoldDragon_25,25,food:373117,1,,1711822,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,97240,food:870,4.2,rage1,18,1666559,1,experience:0,1090674,
marchGoldDragon_26,26,food:380836,1,,1754606,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,99671,food:888,4.2,rage1,18,1997012,1,experience:0,1145976,
marchGoldDragon_27,27,food:454245,1,,1798461,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,102163,food:906,4.2,rage1,18,2046937,1,experience:0,1203895,
marchGoldDragon_28,28,food:463270,1,,1843414,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,104717,food:924,4.2,rage1,18,2098104,1,experience:0,1264916,
marchGoldDragon_29,29,food:472295,1,,1889486,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,107334,food:942,4.2,rage1,18,2150556,1,experience:0,1328896,
marchGoldDragon_30,30,food:481320,1,,1936708,17280,fireball:T6C3HIdragon_fireball,stealEssence:stealEssence1|instantKill:instant1|cloak:cloak1|archerResist01:archerResist01,110018,food:960,4.2,rage1,18,0,1.2,experience:0,1396122,!@#idlilgjkmcioopad
