identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,String
T3C2WFdragon_1,1,food:0,1,,75590,2881,flamethrower:T3C2WFdragon_flamethrower,,1116,food:60,4.2,rage2,4,6589,1,experience:0,816,
T3C2WFdragon_2,2,food:5411,1,,81689,3321,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1,1190,food:65,4.2,rage2,4,7524,1,experience:0,1406,
T3C2WFdragon_3,3,food:7426,1,,102707,4425,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1,1261,food:70,4.2,rage2,4,9652,1,experience:0,1872,
T3C2WFdragon_4,4,food:8109,1,,106566,4818,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1,1323,food:75,4.2,rage2,4,12654,1,experience:0,2045,
T3C2WFdragon_5,5,food:8813,1,,111599,5255,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1,1378,food:80,4.2,rage2,5,16048,1,experience:0,2968,
T3C2WFdragon_6,6,food:11445,1,,115801,5712,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1,1444,food:85,4.2,rage2,5,20007,1,experience:0,3219,
T3C2WFdragon_7,7,food:12338,1,,120227,6115,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1,1523,food:90,4.2,rage2,5,22557,1,experience:0,3510,
T3C2WFdragon_8,8,food:13431,1,,129089,6730,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1,1612,food:97,4.2,rage2,5,25425,1,experience:0,3999,
T3C2WFdragon_9,9,food:16979,1,,138563,7442,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1|cannonResist01:cannonResist01,1717,food:103,4.2,rage2,6,28408,1,experience:0,5949,
T3C2WFdragon_10,10,food:18325,1,,147437,8210,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1|cannonResist01:cannonResist01,1839,food:109,4.2,rage2,6,32005,1,experience:0,6778,
T3C2WFdragon_11,11,food:19707,1,,158185,9101,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1|cannonResist01:cannonResist01,1967,food:115,4.2,rage2,6,36048,1,experience:0,7779,
T3C2WFdragon_12,12,food:23746,1,,169673,10086,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1|cannonResist01:cannonResist01,2103,food:122,4.2,rage2,6,53478,1,experience:0,8918,
T3C2WFdragon_13,13,food:33165,1,,180480,11120,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1|cannonResist01:cannonResist01,2251,food:128,4.2,rage2,7,60211,1,experience:0,10156,
T3C2WFdragon_14,14,food:34791,1,,193514,12315,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1|cannonResist01:cannonResist01,2406,food:134,4.2,rage2,7,67772,1,experience:0,11640,
T3C2WFdragon_15,15,food:45521,1,,207439,13562,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1|cannonResist01:cannonResist01,2552,food:140,4.2,rage2,7,92555,1,experience:0,13239,
T3C2WFdragon_16,16,food:59652,1,,220593,14786,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1|cannonResist01:cannonResist01,2693,food:150,4.2,rage2,8,104142,1,experience:0,14855,
T3C2WFdragon_17,17,food:63629,1,,266886,15840,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1|cannonResist01:cannonResist01,2820,food:160,4.2,rage2,8,136957,1,experience:0,18824,
T3C2WFdragon_18,18,food:79035,1,,276987,15840,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1|cannonResist01:cannonResist01,2936,food:170,4.2,rage2,8,152878,1,experience:0,20361,
T3C2WFdragon_19,19,food:83684,1,,285536,15840,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1|cannonResist01:cannonResist01,3046,food:180,4.2,rage2,9,171916,1,experience:0,21731,
T3C2WFdragon_20,20,food:88334,1,,296800,15840,flamethrower:T3C2WFdragon_flamethrower,battlecry:battlecry1|stoneskin:stoneskin1|cannonResist01:cannonResist01,3175,food:190,4.2,rage2,9,0,1.2,experience:0,23590,!@#bggedppiphgmhaaj
