identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,Integer,Integer,Integer,String
E19Q4FestiveDragon_1,1,food:0,1,,52537,1292,flamethrower:E19Q4FestiveDragon_flamethrower,dreadfulRoar:whiteout1,780,food:45,4.2,rage2,2,1837,1,experience:0,866,2,1,5,
E19Q4FestiveDragon_2,2,E19Q4FestiveDragonPurpleStone:1,1,have1PurpleDragon,69322,2258,flamethrower:E19Q4FestiveDragon_flamethrower,dreadfulRoar:whiteout1,1033,food:60,4.2,rage2,3,3629,1,experience:0,1516,4,2,5,
E19Q4FestiveDragon_3,3,food:3416,1,,115832,5256,flamethrower:E19Q4FestiveDragon_flamethrower,dreadfulRoar:whiteout1,1438,food:90,4.2,rage2,4,6918,1,experience:0,3545,4,2,5,
E19Q4FestiveDragon_4,4,E19Q4FestiveDragonBlueStone:1,1,have1BlueDragon,160258,8957,flamethrower:E19Q4FestiveDragon_flamethrower,dreadfulRoar:whiteout1,1999,food:131,4.2,rage2,6,16429,1,experience:0,6778,6,3,5,
E19Q4FestiveDragon_5,5,food:15302,1,,196174,12131,flamethrower:E19Q4FestiveDragon_flamethrower,dreadfulRoar:whiteout1,2447,food:153,4.2,rage2,7,23270,1,experience:0,5859,6,3,5,
E19Q4FestiveDragon_6,6,E19Q4FestiveDragonOrangeStone:1,1,haveOrangeEpic,239775,16130,flamethrower:E19Q4FestiveDragon_flamethrower,dreadfulRoar:whiteout1|healDragon:hibernate1,2927,food:180,4.2,rage2,8,37609,1,experience:0,11427,9,4,5,
E19Q4FestiveDragon_7,7,food:30413,1,,335550,17280,flamethrower:E19Q4FestiveDragon_flamethrower,dreadfulRoar:whiteout1|healDragon:hibernate1,3623,food:240,4.2,rage2,9,66629,1,experience:0,19800,9,4,5,
E19Q4FestiveDragon_8,8,food:40868,1,,527618,17280,flamethrower:E19Q4FestiveDragon_flamethrower,dreadfulRoar:whiteout1|healDragon:hibernate1,5638,food:366,4.2,rage2,13,137306,1,experience:0,48450,9,4,5,
E19Q4FestiveDragon_9,9,E19Q4FestiveDragonGreenStone:1,1,have2GreenEpic,603216,17280,flamethrower:E19Q4FestiveDragon_flamethrower,dreadfulRoar:whiteout1|healDragon:hibernate1|fluxSpell:iceLance1,6371,food:402,4.2,rage2,14,155915,1,experience:0,81371,12,5,5,
E19Q4FestiveDragon_10,10,food:66528,1,,817942,17280,flamethrower:E19Q4FestiveDragon_flamethrower,dreadfulRoar:whiteout1|healDragon:hibernate1|fluxSpell:iceLance1,7632,food:474,4.2,rage2,16,224529,1,experience:0,132194,12,5,5,
E19Q4FestiveDragon_11,11,food:77933,1,,1139868,17280,flamethrower:E19Q4FestiveDragon_flamethrower,dreadfulRoar:whiteout1|healDragon:hibernate1|fluxSpell:iceLance1,10655,food:582,4.2,rage2,18,329153,1,experience:0,257248,12,5,5,
