identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,upgradeCost,upgradeTimeInSeconds,achievementRequirements,levelRequired,HP,attacksPerSecond,shotsPerAttack,attackDuration,attackRange,projectileIdentifier,attackEffects,attackPower,specialAttackPower,finalDestructionDamage,perAttackPercentageAttackIncrease,perNeighborPercentageAttackIncrease,destructionProbabilities,component,upgradeReward,activeAbilityProjectile,activeAbilityEffects,activeAbilityProjectileEffects,activeAbilityDelay,activeAbilityCost,activeAbilityRange,activeAbilityBusyDuration,shotsPerActiveProjectile,explosionSceneFile,projectileHitNodeName,bonusLabel1,bonusLabel2,requiredBuilderLevel,customUpgradeSceneFile,powerLevel,h
String,Integer,Integer,String,String,String,Integer,String,Integer,Float,Float,Integer,Float,Integer,String,String,Float,Float,Integer,String,String,String,String,String,String,String,String,Float,Integer,Integer,Float,Integer,String,String,LocalizedString,LocalizedString,Integer,String,Integer,String
FireTurretBossUpgrades_1,1,0,bld_fireTurret_level01.lvl,stru_tower_lobLocators.lvl,fireShard:100,990,,,8103,0.33,1,4,70,fireTurret,hpReduction:hpReduction28,12367,67,0,,,,,experience:28,fireTurretSpecial,showBattleText:fireEffectText|fire:fire01,hpReduction:hpReductionFireSpecial,1.5,1,90,3,15,bld_turret_death.lvl,Bone_turret,Flamethrower,Multiplies Damage,0,,20,
FireTurretBossUpgrades_2,2,0,bld_fireTurret_level02.lvl,stru_tower_lobLocators.lvl,piercing:145,3510,,2,10165,0.33,1,4,70,fireTurret,hpReduction:hpReduction28,17417,95,0,,,,,experience:98,fireTurretSpecial,showBattleText:fireEffectText|fire:fire01,hpReduction:hpReductionFireSpecial,1.5,1,90,3,15,bld_turret_death.lvl,Bone_turret,Flamethrower,Multiplies Damage,0,,37,
FireTurretBossUpgrades_3,3,0,bld_fireTurret_level02.lvl,stru_tower_lobLocators.lvl,fireShard:200,7200,,3,12243,0.33,1,4,70,fireTurret,hpReduction:hpReduction28,24905,136,0,,,,,experience:225,fireTurretSpecial,showBattleText:fireEffectText|fire:fire01,hpReduction:hpReductionFireSpecial,1.5,1,90,3,15,bld_turret_death.lvl,Bone_turret,Flamethrower,Multiplies Damage,1,,60,
FireTurretBossUpgrades_4,4,0,bld_fireTurret_level03.lvl,stru_tower_lobLocators.lvl,piercing:861,10800,,4,14501,0.33,1,4,70,fireTurret,hpReduction:hpReduction28,34329,187,0,,,,,experience:383,fireTurretSpecial,showBattleText:fireEffectText|fire:fire01,hpReduction:hpReductionFireSpecial,1.5,1,90,3,15,bld_turret_death.lvl,Bone_turret,Flamethrower,Multiplies Damage,1,,88,
FireTurretBossUpgrades_5,5,0,bld_fireTurret_level03.lvl,stru_tower_lobLocators.lvl,fireShard:300,16200,,5,17495,0.33,1,4,70,fireTurret,hpReduction:hpReduction28,47335,259,0,,,,,experience:428,fireTurretSpecial,showBattleText:fireEffectText|fire:fire01,hpReduction:hpReductionFireSpecial,1.5,1,90,3,15,bld_turret_death.lvl,Bone_turret,Flamethrower,Multiplies Damage,1,,138,
FireTurretBossUpgrades_6,6,0,bld_fireTurret_level03.lvl,stru_tower_lobLocators.lvl,piercing:1894,21600,,6,21009,0.33,1,4,70,fireTurret,hpReduction:hpReduction28,65048,355,0,,,,,experience:600,fireTurretSpecial,showBattleText:fireEffectText|fire:fire01,hpReduction:hpReductionFireSpecial,1.5,1,90,3,15,bld_turret_death.lvl,Bone_turret,Flamethrower,Multiplies Damage,2,,219,
FireTurretBossUpgrades_7,7,0,bld_fireTurret_level04.lvl,stru_tower_lobLocators.lvl,fireShard:400,28800,,7,25091,0.33,1,4,70,fireTurret,hpReduction:hpReduction28,89044,486,0,,,,,experience:750,fireTurretSpecial,showBattleText:fireEffectText|fire:fire01,hpReduction:hpReductionFireSpecial,1.5,1,90,3,15,bld_turret_death.lvl,Bone_turret,Flamethrower,Multiplies Damage,2,,362,
FireTurretBossUpgrades_8,8,0,bld_fireTurret_level04.lvl,stru_tower_lobLocators.lvl,piercing:3714,36000,,8,29805,0.33,1,4,70,fireTurret,hpReduction:hpReduction28,121393,662,0,,,,,experience:750,fireTurretSpecial,showBattleText:fireEffectText|fire:fire01,hpReduction:hpReductionFireSpecial,1.5,1,90,3,15,bld_turret_death.lvl,Bone_turret,Flamethrower,Multiplies Damage,3,,581,
FireTurretBossUpgrades_9,9,0,bld_fireTurret_level04.lvl,stru_tower_lobLocators.lvl,fireShard:500,43200,,9,35217,0.33,1,4,70,fireTurret,hpReduction:hpReduction28,145546,794,0,,,,,experience:924,fireTurretSpecial,showBattleText:fireEffectText|fire:fire01,hpReduction:hpReductionFireSpecial,1.5,1,90,3,15,bld_turret_death.lvl,Bone_turret,Flamethrower,Multiplies Damage,3,,782,
FireTurretBossUpgrades_10,10,0,bld_fireTurret_level04.lvl,stru_tower_lobLocators.lvl,piercing:8712,57600,,10,40080,0.33,1,4,70,fireTurret,hpReduction:hpReduction28,165626,903,0,,,,,experience:1264,fireTurretSpecial,showBattleText:fireEffectText|fire:fire01,hpReduction:hpReductionFireSpecial,1.5,1,90,3,15,bld_turret_death.lvl,Bone_turret,Flamethrower,Multiplies Damage,3,,1009,
FireTurretBossUpgrades_11,11,0,bld_fireTurret_level05.lvl,stru_tower_lobLocators.lvl,fireShard:600,72000,,11,45424,0.33,1,4,70,fireTurret,hpReduction:hpReduction28,187688,1024,0,,,,,experience:1298,fireTurretSpecial,showBattleText:fireEffectText|fire:fire01,hpReduction:hpReductionFireSpecial,1.5,1,90,3,15,bld_turret_death.lvl,Bone_turret,Flamethrower,Multiplies Damage,4,,1230,
