identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,String
aprilBlueDragon:_1,1,aprilBlueDragon:7,1,,58411,2881,lockon:T3C3SUdragon_lockon,,4682,food:60,4.2,rage3,4,6589,1,experience:0,816,
aprilBlueDragon:_2,2,aprilBlueDragon:8,1,,63124,3321,lockon:T3C3SUdragon_lockon,summonAIDragon:summonDragon1,4994,food:65,4.2,rage3,4,7524,1,experience:0,1406,
aprilBlueDragon:_3,3,aprilBlueDragon:7,1,,79365,4425,lockon:T3C3SUdragon_lockon,summonAIDragon:summonDragon1,5292,food:70,4.2,rage3,4,9652,1,experience:0,1872,
aprilBlueDragon:_4,4,aprilBlueDragon:8,1,,82346,4818,lockon:T3C3SUdragon_lockon,summonAIDragon:summonDragon1,5553,food:75,4.2,rage3,4,12654,1,experience:0,2045,
aprilBlueDragon:_5,5,aprilBlueDragon:7,1,,86236,5255,lockon:T3C3SUdragon_lockon,summonAIDragon:summonDragon1|invincibleSpell:invincible1,5784,food:80,4.2,rage3,5,16048,1,experience:0,2968,
aprilBlueDragon:_6,6,aprilBlueDragon:8,1,,89483,5712,lockon:T3C3SUdragon_lockon,summonAIDragon:summonDragon1|invincibleSpell:invincible1,6059,food:85,4.2,rage3,5,20007,1,experience:0,3219,
aprilBlueDragon:_7,7,aprilBlueDragon:7,1,,92903,6115,lockon:T3C3SUdragon_lockon,summonAIDragon:summonDragon1|invincibleSpell:invincible1,6391,food:90,4.2,rage3,5,22557,1,experience:0,3510,
aprilBlueDragon:_8,8,aprilBlueDragon:7,1,,99750,6730,lockon:T3C3SUdragon_lockon,summonAIDragon:summonDragon1|invincibleSpell:invincible1,6764,food:97,4.2,rage3,5,25425,1,experience:0,3999,
aprilBlueDragon:_9,9,aprilBlueDragon:8,1,,107072,7442,lockon:T3C3SUdragon_lockon,summonAIDragon:summonDragon1|invincibleSpell:invincible1|cannonResist01:cannonResist01,7205,food:103,4.2,rage3,6,28408,1,experience:0,5949,
aprilBlueDragon:_10,10,aprilBlueDragon:7,1,,113929,8210,lockon:T3C3SUdragon_lockon,summonAIDragon:summonDragon1|invincibleSpell:invincible1|cannonResist01:cannonResist01,7719,food:109,4.2,rage3,6,32005,1,experience:0,6778,
