identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,String
T3C1HEdragon_1,1,food:0,1,,54975,2881,fireball:T3C1HEdragon_fireball,dodge:dodge1,4958,food:60,4.2,rage1,4,6589,1,experience:0,816,
T3C1HEdragon_2,2,food:5411,1,,59411,3321,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1,5288,food:65,4.2,rage1,4,7524,1,experience:0,1406,
T3C1HEdragon_3,3,food:7426,1,,74696,4425,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1,5603,food:70,4.2,rage1,4,9652,1,experience:0,1872,
T3C1HEdragon_4,4,food:8109,1,,77502,4818,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1,5880,food:75,4.2,rage1,4,12654,1,experience:0,2045,
T3C1HEdragon_5,5,food:8813,1,,81163,5255,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1,6124,food:80,4.2,rage1,5,16048,1,experience:0,2968,
T3C1HEdragon_6,6,food:11445,1,,84219,5712,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1,6415,food:85,4.2,rage1,5,20007,1,experience:0,3219,
T3C1HEdragon_7,7,food:12338,1,,87438,6115,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1,6767,food:90,4.2,rage1,5,22557,1,experience:0,3510,
T3C1HEdragon_8,8,food:13431,1,,93883,6730,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1,7162,food:97,4.2,rage1,5,25425,1,experience:0,3999,
T3C1HEdragon_9,9,food:16979,1,,100773,7442,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1|stormResist01:stormResist01,7629,food:103,4.2,rage1,6,28408,1,experience:0,5949,
T3C1HEdragon_10,10,food:18325,1,,107227,8210,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1|stormResist01:stormResist01,8173,food:109,4.2,rage1,6,32005,1,experience:0,6778,
T3C1HEdragon_11,11,food:19707,1,,115043,9101,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1|stormResist01:stormResist01,8739,food:115,4.2,rage1,6,36048,1,experience:0,7779,
T3C1HEdragon_12,12,food:23746,1,,123398,10086,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1|stormResist01:stormResist01,9344,food:122,4.2,rage1,6,53478,1,experience:0,8918,
T3C1HEdragon_13,13,food:33165,1,,131259,11120,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1|stormResist01:stormResist01,10005,food:128,4.2,rage1,7,60211,1,experience:0,10156,
T3C1HEdragon_14,14,food:34791,1,,140737,12315,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1|stormResist01:stormResist01,10692,food:134,4.2,rage1,7,67772,1,experience:0,11640,
T3C1HEdragon_15,15,food:45521,1,,150865,13562,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1|stormResist01:stormResist01,11342,food:140,4.2,rage1,7,92555,1,experience:0,13239,
T3C1HEdragon_16,16,food:59652,1,,160431,14786,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1|stormResist01:stormResist01,11969,food:150,4.2,rage1,8,104142,1,experience:0,14855,
T3C1HEdragon_17,17,food:63629,1,,194099,15840,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1|stormResist01:stormResist01,12532,food:160,4.2,rage1,8,136957,1,experience:0,18824,
T3C1HEdragon_18,18,food:79035,1,,201445,15840,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1|stormResist01:stormResist01,13049,food:170,4.2,rage1,8,152878,1,experience:0,20361,
T3C1HEdragon_19,19,food:83684,1,,207663,15840,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1|stormResist01:stormResist01,13534,food:180,4.2,rage1,9,171916,1,experience:0,21731,
T3C1HEdragon_20,20,food:88334,1,,215855,15840,fireball:T3C1HEdragon_fireball,healingMark:healingMark1|dodge:dodge1|stormResist01:stormResist01,14111,food:190,4.2,rage1,9,0,1.2,experience:0,23590,!@#ccdlgnelnfnogcbf!@#lemeiikciikgfhhf
