identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,Integer,Integer,Integer,String
E19Q2DiscountDragon_1,1,food:0,1,,185281,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1,12287,food:180,4.2,rage3,8,48231,1,experience:0,14855,3,4,5,
E19Q2DiscountDragon_2,2,food:50688,1,,407705,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1,23665,food:366,4.2,rage3,13,156522,1,experience:0,62985,3,4,5,
E19Q2DiscountDragon_3,3,E19Q2DiscountDragonGreenStone:1,1,have2GreenEpic,466122,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1|freezeSpell:sandblast1,26743,food:402,4.2,rage3,14,201930,1,experience:0,81371,5,5,5,
E19Q2DiscountDragon_4,4,food:110880,1,,880807,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1|freezeSpell:sandblast1,44724,food:582,4.2,rage3,18,441514,1,experience:0,257248,5,5,5,
E19Q2DiscountDragon_5,5,E19Q2DiscountDragonGoldStone:1,1,haveGoldLegendary,1003878,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1|freezeSpell:sandblast1|umbralSpike:hydrostrike1,50734,food:618,4.2,rage3,18,562232,1,experience:0,332592,9,6,5,
E19Q2DiscountDragon_6,6,food:167904,1,,1366074,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1|freezeSpell:sandblast1|umbralSpike:hydrostrike1,68921,food:708,4.2,rage3,18,821470,1,experience:0,614796,9,6,5,
E19Q2DiscountDragon_7,7,food:191664,1,have2LegendaryGold,1774459,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1|freezeSpell:sandblast1|umbralSpike:hydrostrike1,89598,food:852,4.2,rage3,18,1000866,1,experience:0,1038133,9,6,5,
E19Q2DiscountDragon_8,8,food:229680,1,,2161892,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1|freezeSpell:sandblast1|umbralSpike:hydrostrike1,109166,food:996,4.2,rage3,20,1219450,1,experience:0,1541051,9,6,5,
E19Q2DiscountDragon_9,9,E19Q2DiscountDragonPlatinumStone:1,1,havePlatinumLegendary,2271306,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1|freezeSpell:sandblast1|umbralSpike:hydrostrike1,114692,food:1032,4.2,rage3,21,1281184,1,experience:0,1701014,13,7,5,
E19Q2DiscountDragon_10,10,food:277200,1,,3054476,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1|freezeSpell:sandblast1|umbralSpike:hydrostrike1,150423,food:1248,4.2,rage3,25,1723030,1,experience:0,3000270,13,7,5,
E19Q2DiscountDragon_11,11,food:334224,1,have2LegendaryPlatinum,3289283,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1|freezeSpell:sandblast1|umbralSpike:hydrostrike1,161989,food:1302,4.2,rage3,26,1855513,1,experience:0,3479258,13,7,5,
E19Q2DiscountDragon_12,12,food:348480,1,,3542153,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1|freezeSpell:sandblast1|umbralSpike:hydrostrike1,174444,food:1356,4.2,rage3,27,1998183,1,experience:0,4034784,13,7,5,
E19Q2DiscountDragon_13,13,E19Q2DiscountDragonSapphireStone:1,1,haveLegendarySapphire,3630695,16140,lockon:E19Q2DiscountDragon_lockon,lockdown:whirlpool1|invincibleSpell:magicBarrier1|freezeSpell:sandblast1|umbralSpike:hydrostrike1,178805,food:1374,4.2,rage3,27,2048135,1,experience:0,4239073,17,8,5,
