identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,Integer,Integer,Integer,String
E17Q4FinalDragon_1,1,food:0,1,,181357,16802,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1,13530,food:210,4.2,rage1,8,54809,1,experience:0,15449,3,4,6,
E17Q4FinalDragon_2,2,food:57600,1,,288710,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1,18800,food:322,4.2,rage1,10,122634,1,experience:0,34206,3,4,6,
E17Q4FinalDragon_3,3,E17Q4FinalDragonGreenStone:1,1,have2GreenEpic,456251,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1,29448,food:469,4.2,rage1,14,229466,1,experience:0,84626,6,5,6,
E17Q4FinalDragon_4,4,food:126000,1,,618662,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1,35273,food:553,4.2,rage1,16,342244,1,experience:0,137482,6,5,6,
E17Q4FinalDragon_5,5,food:147600,1,,712172,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1,40866,food:616,4.2,rage1,17,465988,1,experience:0,183331,6,5,6,
E17Q4FinalDragon_6,6,E17Q4FinalDragonGoldStone:1,1,haveGoldLegendary,920482,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1|iceTurretResist01:iceTurretResist01,52452,food:700,4.2,rage1,18,665492,1,experience:0,304232,14,6,6,
E17Q4FinalDragon_7,7,food:185400,1,,1337145,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1|iceTurretResist01:iceTurretResist01,75895,food:826,4.2,rage1,18,933488,1,experience:0,639388,14,6,6,
E17Q4FinalDragon_8,8,food:217800,1,,1653213,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1|iceTurretResist01:iceTurretResist01,93910,food:952,4.2,rage1,18,1082546,1,experience:0,978199,14,6,6,
E17Q4FinalDragon_9,9,food:250200,1,,1917151,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1|iceTurretResist01:iceTurretResist01,108905,food:1078,4.2,rage1,19,1255412,1,experience:0,1315512,14,6,6,
E17Q4FinalDragon_10,10,food:282600,1,have2LegendaryGold,2223207,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1|iceTurretResist01:iceTurretResist01,126296,food:1204,4.2,rage1,21,1455891,1,experience:0,1769054,14,6,6,
E17Q4FinalDragon_11,11,food:315000,1,,2453947,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1|iceTurretResist01:iceTurretResist01,139407,food:1288,4.2,rage1,22,1607022,1,experience:0,2155326,14,6,6,
E17Q4FinalDragon_12,12,food:336600,1,,2708668,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1|iceTurretResist01:iceTurretResist01,153878,food:1372,4.2,rage1,24,1773847,1,experience:0,2626082,14,6,6,
E17Q4FinalDragon_13,13,food:358200,1,,2989793,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1|iceTurretResist01:iceTurretResist01,165642,food:1456,4.2,rage1,25,1957988,1,experience:0,3120281,14,6,6,
E17Q4FinalDragon_14,14,E17Q4FinalDragonPlatinumStone:1,1,havePlatinumLegendary,3219628,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1|iceTurretResist01:iceTurretResist01,178378,food:1519,4.2,rage1,26,2108537,1,experience:0,3618428,22,7,6,
E17Q4FinalDragon_15,15,food:396000,1,,3300105,18000,fireball:E17Q4FinalDragon_fireball,umbralSpike:tidalSurge1|dissipate:riptide1|frostbite:corrosiveBrine1|iceTurretResist01:iceTurretResist01,182837,food:1540,4.2,rage1,26,2161250,1,experience:0,3801618,22,7,6,
