identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,Integer,Integer,Integer,String
E18Q4MythicSorcererDragon_1,1,food:0,1,,192692,16802,lockon:E18Q4MythicSorcererDragon_lockon,umbralSpike:ragnarok1|fluxSpell:incinerate1,12778,food:210,4.2,rage3,8,54809,1,experience:0,15449,3,4,6,
E18Q4MythicSorcererDragon_2,2,food:57600,1,,424013,18000,lockon:E18Q4MythicSorcererDragon_lockon,umbralSpike:ragnarok1|fluxSpell:incinerate1,24611,food:427,4.2,rage3,13,177866,1,experience:0,65504,3,4,6,
E18Q4MythicSorcererDragon_3,3,E18Q4MythicSorcererDragonGreenStone:1,1,have2GreenEpic,484767,18000,lockon:E18Q4MythicSorcererDragon_lockon,umbralSpike:ragnarok1|fluxSpell:incinerate1|bloodFury:burningHatred1,27812,food:469,4.2,rage3,14,229466,1,experience:0,84626,5,5,6,
E18Q4MythicSorcererDragon_4,4,food:126000,1,,916039,18000,lockon:E18Q4MythicSorcererDragon_lockon,umbralSpike:ragnarok1|fluxSpell:incinerate1|bloodFury:burningHatred1,46512,food:679,4.2,rage3,18,501720,1,experience:0,267538,5,5,6,
E18Q4MythicSorcererDragon_5,5,E18Q4MythicSorcererDragonGoldStone:1,1,haveGoldLegendary,1044033,18000,lockon:E18Q4MythicSorcererDragon_lockon,umbralSpike:ragnarok1|fluxSpell:incinerate1|bloodFury:burningHatred1|elementalResist01:elementalResist01,52763,food:721,4.2,rage3,18,638900,1,experience:0,345896,9,6,6,
E18Q4MythicSorcererDragon_6,6,food:190800,1,,1420717,18000,lockon:E18Q4MythicSorcererDragon_lockon,umbralSpike:ragnarok1|fluxSpell:incinerate1|bloodFury:burningHatred1|elementalResist01:elementalResist01,71678,food:826,4.2,rage3,18,933488,1,experience:0,639388,9,6,6,
E18Q4MythicSorcererDragon_7,7,food:217800,1,have2LegendaryGold,1845438,18000,lockon:E18Q4MythicSorcererDragon_lockon,umbralSpike:ragnarok1|fluxSpell:incinerate1|bloodFury:burningHatred1|elementalResist01:elementalResist01,93182,food:994,4.2,rage3,18,1137348,1,experience:0,1079659,9,6,6,
E18Q4MythicSorcererDragon_8,8,food:261000,1,,2248368,18000,lockon:E18Q4MythicSorcererDragon_lockon,umbralSpike:ragnarok1|fluxSpell:incinerate1|bloodFury:burningHatred1|elementalResist01:elementalResist01,113532,food:1162,4.2,rage3,20,1385738,1,experience:0,1602693,9,6,6,
E18Q4MythicSorcererDragon_9,9,E18Q4MythicSorcererDragonPlatinumStone:1,1,havePlatinumLegendary,2362158,18000,lockon:E18Q4MythicSorcererDragon_lockon,umbralSpike:ragnarok1|fluxSpell:incinerate1|bloodFury:burningHatred1|elementalResist01:elementalResist01,119280,food:1204,4.2,rage3,21,1455891,1,experience:0,1769054,13,7,6,
