identifier,level,upgradeCost,upgradeXP,skillPointsGain,combatLevel,h
String,Integer,String,Integer,Integer,Integer,String
KharnyxMinion_1,1,kharnyxMinionShard:5,,5,50,
KharnyxMinion_2,2,kharnyxMinionShard:3,,1,100,
KharnyxMinion_3,3,kharnyxMinionShard:3,,1,150,
KharnyxMinion_4,4,kharnyxMinionShard:4,,1,200,
KharnyxMinion_5,5,kharnyxMinionShard:4,,1,250,
KharnyxMinion_6,6,kharnyxMinionShard:4,,1,300,
KharnyxMinion_7,7,kharnyxMinionShard:4,,1,350,
KharnyxMinion_8,8,kharnyxMinionShard:4,,1,400,
KharnyxMinion_9,9,kharnyxMinionShard:4,,1,450,
KharnyxMinion_10,10,kharnyxMinionShard:5,,5,500,
KharnyxMinion_11,11,kharnyxMinionShard:5,,2,550,
KharnyxMinion_12,12,kharnyxMinionShard:5,,2,600,
KharnyxMinion_13,13,kharnyxMinionShard:5,,2,650,
KharnyxMinion_14,14,kharnyxMinionShard:5,,2,700,
KharnyxMinion_15,15,kharnyxMinionShard:5,,2,750,
KharnyxMinion_16,16,kharnyxMinionShard:5,,2,800,
KharnyxMinion_17,17,kharnyxMinionShard:6,,2,850,
KharnyxMinion_18,18,kharnyxMinionShard:6,,2,900,
KharnyxMinion_19,19,kharnyxMinionShard:6,,2,950,
KharnyxMinion_20,20,kharnyxMinionShard:6,,5,1000,
KharnyxMinion_21,21,kharnyxMinionShard:6,,2,1050,
KharnyxMinion_22,22,kharnyxMinionShard:6,,2,1100,
KharnyxMinion_23,23,kharnyxMinionShard:6,,2,1150,
KharnyxMinion_24,24,kharnyxMinionShard:6,,2,1200,
KharnyxMinion_25,25,kharnyxMinionShard:6,,2,1250,
KharnyxMinion_26,26,kharnyxMinionShard:6,,2,1300,
KharnyxMinion_27,27,kharnyxMinionShard:7,,2,1350,
KharnyxMinion_28,28,kharnyxMinionShard:7,,2,1400,
KharnyxMinion_29,29,kharnyxMinionShard:7,,2,1450,
KharnyxMinion_30,30,kharnyxMinionShard:8,,5,1500,
KharnyxMinion_31,31,kharnyxMinionShard:8,,3,1550,
KharnyxMinion_32,32,kharnyxMinionShard:8,,3,1600,
KharnyxMinion_33,33,kharnyxMinionShard:8,,3,1650,
KharnyxMinion_34,34,kharnyxMinionShard:9,,3,1700,
KharnyxMinion_35,35,kharnyxMinionShard:9,,3,1750,
KharnyxMinion_36,36,kharnyxMinionShard:10,,3,1800,
KharnyxMinion_37,37,kharnyxMinionShard:10,,3,1850,
KharnyxMinion_38,38,kharnyxMinionShard:10,,3,1900,
KharnyxMinion_39,39,kharnyxMinionShard:11,,3,1950,
KharnyxMinion_40,40,kharnyxMinionShard:11,,5,2000,
KharnyxMinion_41,41,kharnyxMinionShard:12,,3,2050,
KharnyxMinion_42,42,kharnyxMinionShard:12,,3,2100,
KharnyxMinion_43,43,kharnyxMinionShard:13,,3,2150,
KharnyxMinion_44,44,kharnyxMinionShard:14,,3,2200,
KharnyxMinion_45,45,kharnyxMinionShard:14,,5,2250,
KharnyxMinion_46,46,kharnyxMinionShard:15,,3,2300,
KharnyxMinion_47,47,kharnyxMinionShard:15,,3,2350,
KharnyxMinion_48,48,kharnyxMinionShard:16,,3,2400,
KharnyxMinion_49,49,kharnyxMinionShard:17,,3,2450,
KharnyxMinion_50,50,kharnyxMinionShard:18,,5,2500,!@#kjocanoimpaacbeo
