identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,Integer,Integer,Integer,String
skarrSapphireDragon_1,1,food:16979,1,,138563,7442,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield2,1717,food:103,4.2,rage2,6,23263,1,experience:0,3482,6,4,4,
skarrSapphireDragon_2,2,food:24970,1,,180480,11120,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield2,2251,food:132,4.2,rage2,7,45333,1,experience:0,7812,6,4,4,
skarrSapphireDragon_3,3,food:44168,1,,266886,15840,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield2,3220,food:160,4.2,rage2,8,95783,1,experience:0,18824,6,4,4,
skarrSapphireDragon_4,4,food:79536,1,,308706,15840,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield2,3333,food:200,4.2,rage2,9,184501,1,experience:0,25740,6,4,4,
skarrSapphireDragon_5,5,food:95000,1,,449364,15840,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield2,4268,food:260,4.2,rage2,11,224000,1,experience:0,42619,6,4,4,
skarrSapphireDragon_6,6,branch1GreenStone:1,1,have2GreenEpic,464406,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield2|fluxSpell:flux1,4948,food:330,4.2,rage2,12,223834,1,experience:0,48667,11,5,5,
skarrSapphireDragon_7,7,food:110376,1,,564204,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield2|fluxSpell:flux1,6012,food:384,4.2,rage2,13,271862,1,experience:0,71859,11,5,5,
skarrSapphireDragon_8,8,food:115632,1,,760848,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield2|fluxSpell:flux1,7048,food:488,4.2,rage2,15,329844,1,experience:0,113471,11,5,5,
skarrSapphireDragon_9,9,food:140000,1,,851525,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield2|fluxSpell:flux1|stormResist01:stormResist01,7967,food:492,4.2,rage2,16,530981,1,experience:0,148712,11,5,5,
skarrSapphireDragon_10,10,food:150000,1,,1005644,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield2|fluxSpell:flux1|stormResist01:stormResist01,9377,food:546,4.2,rage2,18,786440,1,experience:0,199757,11,5,5,
skarrSapphireDragon_11,11,branch1GoldStone:1,1,haveGoldLegendary,1216983,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield2|fluxSpell:flux1|stormResist01:stormResist01,11348,food:600,4.2,rage2,18,825000,1,experience:0,292536,16,6,5,
skarrSapphireDragon_12,12,food:182160,1,,1666173,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,15510,food:690,4.2,rage2,18,950000,1,experience:0,547349,16,6,5,
skarrSapphireDragon_13,13,food:210000,1,,2080453,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,19303,food:780,4.2,rage2,18,1204834,1,experience:0,850504,16,6,5,
skarrSapphireDragon_14,14,food:240000,1,,2403755,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,21879,food:870,4.2,rage2,18,1500000,1,experience:0,1090674,16,6,5,
skarrSapphireDragon_15,15,food:300000,1,,2662973,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,24754,food:960,4.2,rage2,18,1700000,1,experience:0,1446122,16,6,5,
skarrSapphireDragon_16,16,branch1PlatinumStone:1,1,havePlatinumLegendary,3267666,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,26658,food:1014,4.2,rage2,23,1900000,1,experience:0,1619027,21,7,5,
skarrSapphireDragon_17,17,food:420000,1,,3665322,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,29425,food:1086,4.2,rage2,24,2150000,1,experience:0,1972653,21,7,5,
skarrSapphireDragon_18,18,food:440000,1,,3408633,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,36687,food:1140,4.2,rage2,25,2413642,1,experience:0,2327584,21,7,5,
skarrSapphireDragon_19,19,food:470000,1,,3762482,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,34977,food:1212,4.2,rage2,26,2700000,1,experience:0,2787130,21,7,5,
skarrSapphireDragon_20,20,food:500000,1,,4152916,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,37651,food:1324,4.2,rage2,26,2950000,1,experience:0,3361685,21,7,5,
skarrSapphireDragon_21,21,branch1SapphireStone:1,1,haveLegendarySapphire,4815994,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,48663,food:1442,4.2,rage2,27,3200000,1,experience:0,4453632,0,8,5,
skarrSapphireDragon_22,22,food:560000,1,,4936381,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,44754,food:1410,4.2,rage2,28,3495641,1,experience:0,4679076,0,8,5,
skarrSapphireDragon_23,23,food:590000,1,,5059774,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,45873,food:1482,4.2,rage2,28,4083036,1,experience:0,4916054,0,8,5,
skarrSapphireDragon_24,24,food:620000,1,,5186250,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,47020,food:1446,4.2,rage2,29,3672602,1,experience:0,5164786,0,8,5,
skarrSapphireDragon_25,25,food:650000,1,,5365881,17320,flamethrower:Blackblood_flamethrower,sacrifice:sacrifice1|heatBlastShield:heatBlastShield1|fluxSpell:flux1|stormResist01:stormResist01,48196,food:1464,4.2,rage2,29,3764416,1,experience:0,5426221,0,8,5,
