identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,Integer,Integer,Integer,String
E19Q1SorcererDragon_1,1,food:0,1,,185281,16130,lockon:E19Q1SorcererDragon_lockon,maleficBreath:breathOfTheDrowned1|absorbMagic:arcaneAegis1,12287,food:180,4.2,rage3,8,48231,1,experience:0,14855,3,4,5,
E19Q1SorcererDragon_2,2,food:50688,1,,407705,17280,lockon:E19Q1SorcererDragon_lockon,maleficBreath:breathOfTheDrowned1|absorbMagic:arcaneAegis1,23665,food:366,4.2,rage3,13,156522,1,experience:0,62985,3,4,5,
E19Q1SorcererDragon_3,3,E19Q1SorcererDragonGreenStone:1,1,have2GreenEpic,466122,17280,lockon:E19Q1SorcererDragon_lockon,maleficBreath:breathOfTheDrowned1|absorbMagic:arcaneAegis1|frostbite:undertow1,26743,food:402,4.2,rage7,14,201930,1,experience:0,81371,5,5,5,
E19Q1SorcererDragon_4,4,food:110880,1,,880807,17280,lockon:E19Q1SorcererDragon_lockon,maleficBreath:breathOfTheDrowned1|absorbMagic:arcaneAegis1|frostbite:undertow1,44724,food:582,4.2,rage7,18,441514,1,experience:0,257248,5,5,5,
E19Q1SorcererDragon_5,5,E19Q1SorcererDragonGoldStone:1,1,haveGoldLegendary,1003878,17280,lockon:E19Q1SorcererDragon_lockon,maleficBreath:breathOfTheDrowned1|absorbMagic:arcaneAegis1|frostbite:undertow1|summonAIDragon:summonWaterSpirit1,50734,food:618,4.2,rage7,18,562232,1,experience:0,332592,9,6,5,
E19Q1SorcererDragon_6,6,food:167904,1,,1366074,17280,lockon:E19Q1SorcererDragon_lockon,maleficBreath:breathOfTheDrowned1|absorbMagic:arcaneAegis1|frostbite:undertow1|summonAIDragon:summonWaterSpirit1,68921,food:708,4.2,rage7,18,821470,1,experience:0,614796,9,6,5,
E19Q1SorcererDragon_7,7,food:191664,1,have2LegendaryGold,1774459,17280,lockon:E19Q1SorcererDragon_lockon,maleficBreath:breathOfTheDrowned1|absorbMagic:arcaneAegis1|frostbite:undertow1|summonAIDragon:summonWaterSpirit1,89598,food:852,4.2,rage7,18,1000866,1,experience:0,1038133,9,6,5,
E19Q1SorcererDragon_8,8,food:229680,1,,2161892,17280,lockon:E19Q1SorcererDragon_lockon,maleficBreath:breathOfTheDrowned1|absorbMagic:arcaneAegis1|frostbite:undertow1|summonAIDragon:summonWaterSpirit1,109166,food:996,4.2,rage7,20,1219450,1,experience:0,1541051,9,6,5,
E19Q1SorcererDragon_9,9,E19Q1SorcererDragonPlatinumStone:1,1,havePlatinumLegendary,2271306,17280,lockon:E19Q1SorcererDragon_lockon,maleficBreath:breathOfTheDrowned1|absorbMagic:arcaneAegis1|frostbite:undertow1|summonAIDragon:summonWaterSpirit1,114692,food:1032,4.2,rage7,21,1281184,1,experience:0,1701014,13,7,5,
