identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,Integer,Integer,Integer,String
E19Q4WarriorDragon_1,1,food:0,1,,239775,806,flamethrower:E19Q4WarriorDragon_flamethrower,dreadfulRoar:wingGust1|bloodFury:bloodFury1,2927,food:180,4.2,rage2,8,28207,1.5,experience:0,14855,5,4,5,
E19Q4WarriorDragon_2,2,food:30413,1,,322608,864,flamethrower:E19Q4WarriorDragon_flamethrower,dreadfulRoar:wingGust1|bloodFury:bloodFury1,3452,food:228,4.2,rage2,9,44780,1.5,experience:0,23590,5,4,5,
E19Q4WarriorDragon_3,3,food:38016,1,,408492,864,flamethrower:E19Q4WarriorDragon_flamethrower,dreadfulRoar:wingGust1|bloodFury:bloodFury1,4341,food:294,4.2,rage2,11,70412,1.5,experience:0,37577,5,4,5,
E19Q4WarriorDragon_4,4,food:49421,1,,527618,864,flamethrower:E19Q4WarriorDragon_flamethrower,dreadfulRoar:wingGust1|bloodFury:bloodFury1,5638,food:366,4.2,rage2,13,106794,1.5,experience:0,62985,5,4,5,
E19Q4WarriorDragon_5,5,E19Q4WarriorDragonGreenStone:1,1,have2GreenEpic,603216,864,flamethrower:E19Q4WarriorDragon_flamethrower,dreadfulRoar:wingGust1|bloodFury:bloodFury1|heatedPiercingBreath:stormBreath1,6371,food:402,4.2,rage2,14,121267,1.5,experience:0,81371,11,5,5,
E19Q4WarriorDragon_6,6,food:66528,1,,760848,864,flamethrower:E19Q4WarriorDragon_flamethrower,dreadfulRoar:wingGust1|bloodFury:bloodFury1|heatedPiercingBreath:stormBreath1,7043,food:438,4.2,rage2,15,158322,1.5,experience:0,113471,11,5,5,
E19Q4WarriorDragon_7,7,food:72231,1,,817942,864,flamethrower:E19Q4WarriorDragon_flamethrower,dreadfulRoar:wingGust1|bloodFury:bloodFury1|heatedPiercingBreath:stormBreath1,7632,food:474,4.2,rage2,16,179623,1.5,experience:0,132194,11,5,5,
E19Q4WarriorDragon_8,8,food:77933,1,,886931,864,flamethrower:E19Q4WarriorDragon_flamethrower,dreadfulRoar:wingGust1|bloodFury:bloodFury1|heatedPiercingBreath:stormBreath1,8366,food:510,4.2,rage2,17,229183,1.5,experience:0,157158,11,5,5,
E19Q4WarriorDragon_9,9,food:83636,1,,1005644,864,flamethrower:E19Q4WarriorDragon_flamethrower,dreadfulRoar:wingGust1|bloodFury:bloodFury1|heatedPiercingBreath:stormBreath1,9377,food:546,4.2,rage2,18,261403,1.5,experience:0,199757,11,5,5,
