identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,String
mayBlueDragon_1,1,mayBlueDragon:0,1,,75590,2881,flamethrower:T3C2WFdragon_flamethrower,,1116,food:60,4.2,rage2,4,6589,1,experience:0,816,
mayBlueDragon_2,2,mayBlueDragon:7,1,,81689,3321,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1,1190,food:65,4.2,rage2,4,7524,1,experience:0,1406,
mayBlueDragon_3,3,mayBlueDragon:7,1,,102707,4425,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1,1261,food:70,4.2,rage2,4,9652,1,experience:0,1872,
mayBlueDragon_4,4,mayBlueDragon:7,1,,106566,4818,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1,1323,food:75,4.2,rage2,4,12654,1,experience:0,2045,
mayBlueDragon_5,5,mayBlueDragon:7,1,,111599,5255,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1|seethingSpark:seethingSpark1,1378,food:80,4.2,rage2,5,16048,1,experience:0,2968,
mayBlueDragon_6,6,mayBlueDragon:7,1,,115801,5712,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1|seethingSpark:seethingSpark1,1444,food:85,4.2,rage2,5,20007,1,experience:0,3219,
mayBlueDragon_7,7,mayBlueDragon:7,1,,120227,6115,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1|seethingSpark:seethingSpark1,1523,food:90,4.2,rage2,5,22557,1,experience:0,3510,
mayBlueDragon_8,8,mayBlueDragon:8,1,,129089,6730,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1|seethingSpark:seethingSpark1,1612,food:97,4.2,rage2,5,25425,1,experience:0,3999,
mayBlueDragon_9,9,mayBlueDragon:8,1,,138563,7442,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1|seethingSpark:seethingSpark1|archerResist01:archerResist01,1717,food:103,4.2,rage2,6,28408,1,experience:0,5949,
mayBlueDragon_10,10,mayBlueDragon:8,1,,147437,8210,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1|seethingSpark:seethingSpark1|archerResist01:archerResist01,1839,food:109,4.2,rage2,6,32005,1,experience:0,6778,
mayBlueDragon_11,11,mayBlueDragon:8,1,,158185,9101,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1|seethingSpark:seethingSpark1|archerResist01:archerResist01,1967,food:115,4.2,rage2,6,36048,1,experience:0,7779,
mayBlueDragon_12,12,mayBlueDragon:15,1,,169673,10086,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1|seethingSpark:seethingSpark1|archerResist01:archerResist01,2103,food:122,4.2,rage2,6,53478,1,experience:0,8918,
mayBlueDragon_13,13,mayBlueDragon:33,1,,180480,11120,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1|seethingSpark:seethingSpark1|archerResist01:archerResist01,2251,food:128,4.2,rage2,7,60211,1,experience:0,10156,
mayBlueDragon_14,14,mayBlueDragon:33,1,,193514,12315,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1|seethingSpark:seethingSpark1|archerResist01:archerResist01,2406,food:134,4.2,rage2,7,67772,1,experience:0,11640,
mayBlueDragon_15,15,mayBlueDragon:33,1,,207439,13562,flamethrower:T3C2WFdragon_flamethrower,chargedShield:chargedShield1|seethingSpark:seethingSpark1|archerResist01:archerResist01,2552,food:140,4.2,rage2,7,92555,1,experience:0,13239,
