identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,String
T2C3SFdragon_1,1,food:0,1,,29377,873,lockon:T2C3SFdragon_lockon,,2346,food:26,4.2,rage3,2,1351,1,experience:0,272,
T2C3SFdragon_2,2,food:1084,1,,30696,966,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1,2486,food:28,4.2,rage3,2,2016,1,experience:0,446,
T2C3SFdragon_3,3,food:1188,1,,32478,1076,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1,2618,food:30,4.2,rage3,2,2857,1,experience:0,500,
T2C3SFdragon_4,4,food:1296,1,,33955,1193,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1,2774,food:32,4.2,rage3,3,3980,1,experience:0,556,
T2C3SFdragon_5,5,food:1690,1,,35911,1351,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1|invincibleSpell:invincible1,2970,food:34,4.2,rage3,3,5366,1,experience:0,840,
T2C3SFdragon_6,6,food:1828,1,,39048,1580,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1|invincibleSpell:invincible1,3196,food:36,4.2,rage3,3,6172,1,experience:0,987,
T2C3SFdragon_7,7,food:2074,1,,42854,1882,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1|invincibleSpell:invincible1,3467,food:40,4.2,rage3,3,7011,1,experience:0,1166,
T2C3SFdragon_8,8,food:3105,1,,46450,2220,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1|invincibleSpell:invincible1,3774,food:44,4.2,rage3,3,8034,1,experience:0,1380,
T2C3SFdragon_9,9,food:3456,1,,50792,2619,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1|invincibleSpell:invincible1,4072,food:48,4.2,rage3,4,12085,1,experience:0,1632,
T2C3SFdragon_10,10,food:5073,1,,54890,3019,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1|invincibleSpell:invincible1,4343,food:52,4.2,rage3,4,13800,1,experience:0,1875,
T2C3SFdragon_11,11,food:6962,1,,69013,4023,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1|invincibleSpell:invincible1,4602,food:56,4.2,rage3,4,19058,1,experience:0,2496,
T2C3SFdragon_12,12,food:9299,1,,71605,4380,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1|invincibleSpell:invincible1,4829,food:60,4.2,rage3,4,21712,1,experience:0,2727,
T2C3SFdragon_13,13,food:10106,1,,74988,4777,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1|invincibleSpell:invincible1,5030,food:64,4.2,rage3,5,28637,1,experience:0,2968,
T2C3SFdragon_14,14,food:15343,1,,77811,5192,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1|invincibleSpell:invincible1,5268,food:68,4.2,rage3,5,32296,1,experience:0,3219,
T2C3SFdragon_15,15,food:16540,1,,80785,5559,lockon:T2C3SFdragon_lockon,chainLightning:chainLightning1|invincibleSpell:invincible1,5558,food:72,4.2,rage3,5,0,1.2,experience:0,3510,!@#bbgekfjodkjcbhih
