identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,Integer,Integer,Integer,String
springHunterDragon_1,1,food:34272,1,,150865,13562,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1,11342,food:140,4.2,rage1,7,56974,1,experience:0,13239,7,4,5,
springHunterDragon_2,2,food:39168,1,,194099,15840,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1,12532,food:160,4.2,rage1,8,95783,1,experience:0,18824,7,4,5,
springHunterDragon_3,3,food:58526,1,,207663,15840,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1,13534,food:180,4.2,rage1,9,120232,1,experience:0,21731,7,4,5,
springHunterDragon_4,4,food:79536,1,,224514,15840,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1,14812,food:200,4.2,rage1,9,184501,1,experience:0,25740,7,4,5,
springHunterDragon_5,5,food:106930,1,,255397,15840,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1,16631,food:230,4.2,rage1,10,215866,1,experience:0,32890,7,4,5,
springHunterDragon_6,6,food:112811,1,,290410,15840,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1,18965,food:260,4.2,rage1,11,252563,1,experience:0,42619,7,4,5,
springHunterDragon_7,7,springHunterGreenStone:1,1,have2GreenEpic,410330,17280,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1|risingPhoenix:resurrection1,26720,food:384,4.2,rage1,13,271862,1,experience:0,71859,13,5,5,
springHunterDragon_8,8,food:125562,1,,465916,17280,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1|risingPhoenix:resurrection1,29869,food:420,4.2,rage1,14,308628,1,experience:0,91190,13,5,5,
springHunterDragon_9,9,food:132468,1,,575379,17280,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1|risingPhoenix:resurrection1,32638,food:456,4.2,rage1,15,465181,1,experience:0,123032,13,5,5,
springHunterDragon_10,10,food:139753,1,,619291,17280,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1|risingPhoenix:resurrection1,35409,food:492,4.2,rage1,16,530981,1,experience:0,143712,13,5,5,
springHunterDragon_11,11,food:147440,1,,684781,17280,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1|risingPhoenix:resurrection1,39295,food:528,4.2,rage1,17,589581,1,experience:0,176280,13,5,5,
springHunterDragon_12,12,food:155549,1,,781029,17280,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1|risingPhoenix:resurrection1,44401,food:564,4.2,rage1,18,648181,1,experience:0,227211,13,5,5,
springHunterDragon_13,13,springHunterGoldStone:1,1,haveGoldLegendary,828995,17280,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1|risingPhoenix:resurrection1|iceTurretResist01:iceTurretResist01,47354,food:582,4.2,rage1,18,706781,1,experience:0,257248,21,6,5,
springHunterDragon_14,14,food:173130,1,,1002676,17280,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1|risingPhoenix:resurrection1|iceTurretResist01:iceTurretResist01,57273,food:636,4.2,rage1,18,765381,1,experience:0,376319,21,6,5,
springHunterDragon_15,15,food:182652,1,,1211762,17280,fireball:T8C3HIdragon_fireball,stealEssence:stealEssence1|cloak:cloak1|risingPhoenix:resurrection1|iceTurretResist01:iceTurretResist01,68934,food:690,4.2,rage1,18,823981,1,experience:0,547349,21,6,5,
