identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,Integer,Integer,Integer,String
fallSorcererDragon_1,1,food:34272,1,,166706,13562,lockon:fallSorcererDragon_lockon,northernLights:northernLightsLight1|crumbleToDust:enfeeble1,11140,food:140,4.2,rage3,7,56974,1,experience:0,14319,7,4,5,
fallSorcererDragon_2,2,food:39168,1,,214479,15840,lockon:fallSorcererDragon_lockon,northernLights:northernLightsLight1|crumbleToDust:enfeeble1,12309,food:160,4.2,rage3,8,95783,1,experience:0,20360,7,4,5,
fallSorcererDragon_3,3,food:58526,1,,229468,15840,lockon:fallSorcererDragon_lockon,northernLights:northernLightsLight1|crumbleToDust:enfeeble1,13293,food:180,4.2,rage3,9,120232,1,experience:0,23504,7,4,5,
fallSorcererDragon_4,4,food:79536,1,,248088,15840,lockon:fallSorcererDragon_lockon,northernLights:northernLightsLight1|crumbleToDust:enfeeble1,14549,food:200,4.2,rage3,9,184501,1,experience:0,27840,7,4,5,
fallSorcererDragon_5,5,food:106930,1,,282214,15840,lockon:fallSorcererDragon_lockon,northernLights:northernLightsLight1|crumbleToDust:enfeeble1,16335,food:230,4.2,rage3,10,215866,1,experience:0,35574,7,4,5,
fallSorcererDragon_6,6,food:112811,1,,320903,15840,lockon:fallSorcererDragon_lockon,northernLights:northernLightsLight1|crumbleToDust:enfeeble1,18627,food:260,4.2,rage3,11,252563,1,experience:0,46097,7,4,5,
fallSorcererDragon_7,7,fallSorcererGreenStone:1,1,have2GreenEpic,453415,17280,lockon:fallSorcererDragon_lockon,northernLights:northernLightsLight1|crumbleToDust:enfeeble1|sacrifice:sacrifice1,26245,food:384,4.2,rage3,13,271862,1,experience:0,77723,13,5,5,
fallSorcererDragon_8,8,food:125562,1,,514836,17280,lockon:fallSorcererDragon_lockon,northernLights:northernLightsLight1|crumbleToDust:enfeeble1|sacrifice:sacrifice1,29338,food:420,4.2,rage3,14,308628,1,experience:0,98631,13,5,5,
fallSorcererDragon_9,9,food:132468,1,,635794,17280,lockon:fallSorcererDragon_lockon,northernLights:northernLightsLight1|crumbleToDust:enfeeble1|sacrifice:sacrifice1,32058,food:456,4.2,rage3,15,465181,1,experience:0,133071,13,5,5,
fallSorcererDragon_10,10,food:139753,1,,684317,17280,lockon:fallSorcererDragon_lockon,northernLights:northernLightsLight1|crumbleToDust:enfeeble1|sacrifice:sacrifice1,34780,food:492,4.2,rage3,16,530981,1,experience:0,155439,13,5,5,
fallSorcererDragon_11,11,food:147440,1,,756683,17280,lockon:fallSorcererDragon_lockon,northernLights:northernLightsLight1|crumbleToDust:enfeeble1|sacrifice:sacrifice1,38596,food:528,4.2,rage3,17,589581,1,experience:0,190664,13,5,5,
