identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,String
T3C3SUdragon_1,1,food:0,1,,58411,2881,lockon:T3C3SUdragon_lockon,,4682,food:60,4.2,rage3,4,6589,1,experience:0,816,
T3C3SUdragon_2,2,food:5411,1,,63124,3321,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1,4994,food:65,4.2,rage3,4,7524,1,experience:0,1406,
T3C3SUdragon_3,3,food:7426,1,,79365,4425,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1,5292,food:70,4.2,rage3,4,9652,1,experience:0,1872,
T3C3SUdragon_4,4,food:8109,1,,82346,4818,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1,5553,food:75,4.2,rage3,4,12654,1,experience:0,2045,
T3C3SUdragon_5,5,food:8813,1,,86236,5255,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1,5784,food:80,4.2,rage3,5,16048,1,experience:0,2968,
T3C3SUdragon_6,6,food:11445,1,,89483,5712,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1,6059,food:85,4.2,rage3,5,20007,1,experience:0,3219,
T3C3SUdragon_7,7,food:12338,1,,92903,6115,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1,6391,food:90,4.2,rage3,5,22557,1,experience:0,3510,
T3C3SUdragon_8,8,food:13431,1,,99750,6730,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1,6764,food:97,4.2,rage3,5,25425,1,experience:0,3999,
T3C3SUdragon_9,9,food:16979,1,,107072,7442,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1|archerResist01:archerResist01,7205,food:103,4.2,rage3,6,28408,1,experience:0,5949,
T3C3SUdragon_10,10,food:18325,1,,113929,8210,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1|archerResist01:archerResist01,7719,food:109,4.2,rage3,6,32005,1,experience:0,6778,
T3C3SUdragon_11,11,food:19707,1,,122234,9101,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1|archerResist01:archerResist01,8253,food:115,4.2,rage3,6,36048,1,experience:0,7779,
T3C3SUdragon_12,12,food:23746,1,,131111,10086,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1|archerResist01:archerResist01,8825,food:122,4.2,rage3,6,53478,1,experience:0,8918,
T3C3SUdragon_13,13,food:33165,1,,139462,11120,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1|archerResist01:archerResist01,9449,food:128,4.2,rage3,7,60211,1,experience:0,10156,
T3C3SUdragon_14,14,food:34791,1,,149533,12315,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1|archerResist01:archerResist01,10098,food:134,4.2,rage3,7,67772,1,experience:0,11640,
T3C3SUdragon_15,15,food:45521,1,,160294,13562,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1|archerResist01:archerResist01,10712,food:140,4.2,rage3,7,92555,1,experience:0,13239,
T3C3SUdragon_16,16,food:59652,1,,170458,14786,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1|archerResist01:archerResist01,11304,food:150,4.2,rage3,8,104142,1,experience:0,14855,
T3C3SUdragon_17,17,food:63629,1,,206230,15840,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1|archerResist01:archerResist01,11836,food:160,4.2,rage3,8,136957,1,experience:0,18824,
T3C3SUdragon_18,18,food:79035,1,,214035,15840,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1|archerResist01:archerResist01,12324,food:170,4.2,rage3,8,152878,1,experience:0,20361,
T3C3SUdragon_19,19,food:83684,1,,220642,15840,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1|archerResist01:archerResist01,12782,food:180,4.2,rage3,9,171916,1,experience:0,21731,
T3C3SUdragon_20,20,food:88334,1,,229345,15840,lockon:T3C3SUdragon_lockon,freezeSpell:freeze1|summonAIDragon:summonDragon1|archerResist01:archerResist01,13328,food:190,4.2,rage3,9,0,1.2,experience:0,23590,!@#bdhfgjfhemchphme
