identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,h
String,Integer,String,Integer,Array<String>,Float,Integer,String,String,Float,Map<String:Integer>,Float,String,Integer,Integer,Float,String,Integer,String
T1C3HFdragon_1,1,food:0,1,,7592,120,fireball:T1C3HFdragon_fireball,,978,food:5,4.2,rage1,1,41,1,experience:0,30,
T1C3HFdragon_2,2,food:21,1,,7942,120,fireball:T1C3HFdragon_fireball,lockdown:lockdown1,1050,food:6,4.2,rage1,1,62,1,experience:0,50,
T1C3HFdragon_3,3,food:29,1,,8435,120,fireball:T1C3HFdragon_fireball,lockdown:lockdown1,1120,food:7,4.2,rage1,1,87,1,experience:0,58,
T1C3HFdragon_4,4,food:46,1,,10769,167,fireball:T1C3HFdragon_fireball,lockdown:lockdown1,1227,food:10,4.2,rage1,1,133,1,experience:0,78,
T1C3HFdragon_5,5,food:91,1,,11676,199,fireball:T1C3HFdragon_fireball,lockdown:lockdown1,1342,food:12,4.2,rage1,1,192,1,experience:0,95,
T1C3HFdragon_6,6,food:113,1,,13104,244,fireball:T1C3HFdragon_fireball,lockdown:lockdown1,1471,food:14,4.2,rage1,1,393,1,experience:0,113,
T1C3HFdragon_7,7,food:299,1,,14163,290,fireball:T1C3HFdragon_fireball,lockdown:lockdown1,1614,food:16,4.2,rage1,1,681,1,experience:0,132,
T1C3HFdragon_8,8,food:439,1,,15291,346,fireball:T1C3HFdragon_fireball,lockdown:lockdown1,1781,food:18,4.2,rage1,1,930,1,experience:0,162,
T1C3HFdragon_9,9,food:515,1,,17076,425,fireball:T1C3HFdragon_fireball,lockdown:lockdown1,1958,food:20,4.2,rage1,1,1258,1,experience:0,195,
T1C3HFdragon_10,10,food:795,1,,19037,517,fireball:T1C3HFdragon_fireball,lockdown:lockdown1,2139,food:22,4.2,rage1,2,0,1.2,experience:0,242,!@#jjhpjdehabknpnkp
