identifier,inBundle,h
String,Integer,String
battleEmote_5.png,0,
Ash_Torso_Emot_Cheeky.png,0,
battleEmote_10.png,0,
Ash_Head_Emot_Defeated.png,0,
battleEmote_9.png,0,
Ash_Head_Emot_Happy.png,0,
battleEmote_15.png,0,
Ash_Head_Emot_Angry.png,0,
battleEmote_3.png,0,
Ash_Head_Emot_Cheeky.png,0,
battleEmote_13.png,0,
battleEmote_6.png,0,
battleEmote_14.png,0,
Ash_Torso_Emot_Angry.png,0,
battleEmote_1.png,0,
battleEmote_8.png,0,
Ash_Head_Emot_Disgusted.png,0,
Ash_Torso_Emot_Disgusted.png,0,
battleEmote_11.png,0,
battleEmote_4.png,0,
Ash_Head_Emot_Sad.png,0,
battleEmote_7.png,0,
Ash_Head_Emot_Surprised.png,0,
battleEmote_12.png,0,
Ash_Torso_Emot_Surprised.png,0,
Ash_Torso_Emot_Sad.png,0,
battleEmote_2.png,0,
Ash_Torso_Emot_Happy.png,0,
Ash_Torso_Emot_Defeated.png,0,
icon_pack_spell_01.png,0,
icon_stun_04.png,0,
icon_pack_speed_01.png,0,
bg_boostDragon_healPack.png,0,
bg_boostDragon_largeDefense.png,0,
bg_boostDragon_magicPack.png,0,
icon_pack_war_01.png,0,
icon_pack_healing_01.png,0,
bg_boostDragon_largeAttack.png,0,
bg_boostDragon_smallDefense.png,0,
icon_pack_dragon_boost_02.png,0,
bg_boostDragon_smallAttack.png,0,
bg_boostDragon_speed.png,0,
icon_pack_dragon_boost_01.png,0,
bg_boostDragon_superAttack.png,0,
icon_class_small_hunter.png,0,
icon_class_small_warrior.png,0,
dragon_drake_discovered_thumbnail.png,0,
dragon_drakeRune_discovered_thumbnail.png,0,
dragon_drakeRune_undiscovered_thumbnail.png,0,
dragon_drake_undiscovered_thumbnail.png,0,
dragon_pox2_undiscovered_thumbnail.png,0,
dragon_pox_v2_discovered_thumbnail.png,0,
dragon_pox_undiscovered_thumbnail.png,0,
dragon_pox2_v3_discovered_thumbnail.png,0,
dragon_pox_v1_discovered_thumbnail.png,0,
dragon_pox_v3_discovered_thumbnail.png,0,
dragon_pox2_v1_discovered_thumbnail.png,0,
dragon_pox2_v2_discovered_thumbnail.png,0,
dragon_oni_discovered_thumbnail.png,0,
dragon_oni_undiscovered_thumbnail.png,0,
dragon_alienBugRainbow_discovered_thumbnail.png,0,
dragon_noblePreyRune_discovered_thumbnail.png,0,
dragon_noblePrey_v1_discovered_thumbnail.png,0,
dragon_noblePrey_v2_undiscovered_thumbnail.png,0,
dragon_noblePrey_v3_undiscovered_thumbnail.png,0,
dragon_noblePrey2_v2_undiscovered_thumbnail.png,0,
dragon_noblePrey_v2_discovered_thumbnail.png,0,
dragon_noblePreyRune_undiscovered_thumbnail.png,0,
dragon_noblePreySuper_discovered_thumbnail.png,0,
dragon_noblePrey_v1_undiscovered_thumbnail.png,0,
dragon_noblePrey2_v2_discovered_thumbnail.png,0,
dragon_noblePrey_v3_discovered_thumbnail.png,0,
dragon_noblePreySuper_undiscovered_thumbnail.png,0,
dragon_twoHeaded_v1_discovered_thumbnail.png,0,
dragon_twoHeaded_v2_discovered_thumbnail.png,0,
dragon_twoHeaded_undiscovered_thumbnail.png,0,
dragon_twoHeaded_v3_discovered_thumbnail.png,0,
dragon_lion_undiscovered_thumbnail.png,0,
dragon_lion_discovered_thumbnail.png,0,
dragon_stormPurple_discovered_thumbnail.png,0,
dragon_stormIce_discovered_thumbnail.png,0,
dragon_stormBlue_discovered_thumbnail.png,0,
dragon_storm_undiscovered_thumbnail.png,0,
dragon_storm_discovered_thumbnail.png,0,
dragon_stormSand_discovered_thumbnail.png,0,
dragon_stormGreen_discovered_thumbnail.png,0,
dragon_stormFury_discovered_thumbnail.png,0,
dragon_stormGhoul_discovered_thumbnail.png,0,
dragon_demon_discovered_thumbnail.png,0,
dragon_demon_undiscovered_thumbnail.png,0,
dragon_winterFox_v3_discovered_thumbnail.png,0,
dragon_winterFox_undiscovered_thumbnail.png,0,
dragon_winterFox_v2_discovered_thumbnail.png,0,
dragon_winterFox_v1_discovered_thumbnail.png,0,
dragon_neptune_discovered_thumbnail.png,0,
dragon_neptune_undiscovered_thumbnail.png,0,
dragon_fossilGlass_discovered_thumbnail.png,0,
dragon_cosmic_discovered_thumbnail.png,0,
dragon_cosmic_undiscovered_thumbnail.png,0,
dragon_gargoyle_undiscovered_thumbnail.png,0,
dragon_gargoyle_discovered_thumbnail.png,0,
dragon_fossil_thumbnail_05.png,0,
dragon_fossil_thumbnail_03.png,0,
dragon_fossil_thumbnail_06.png,0,
dragon_fossil_thumbnail_04.png,0,
dragon_fossil_discovered_thumbnail.png,0,
dragon_fossil_thumbnail_07.png,0,
dragon_fossil_thumbnail_03_locked.png,0,
dragon_fossil_thumbnail_02.png,0,
dragon_fossil_undiscovered_thumbnail.png,0,
dragon_alien_hornet_thumbnail_03_locked.png,0,
dragon_alien_hornet_thumbnail_05.png,0,
dragon_alien_hornet_thumbnail_06.png,0,
dragon_alien_hornet_thumbnail_03.png,0,
dragon_alien_hornet_thumbnail_04.png,0,
dragon_alien_hornet_thumbnail_02.png,0,
dragon_alien_hornet_thumbnail_07.png,0,
dragon_alienBugHornet_discovered_thumbnail.png,0,
dragon_zombie_v1_discovered_thumbnail.png,0,
dragon_zombie_v2_discovered_thumbnail.png,0,
dragon_zombie_undiscovered_thumbnail.png,0,
dragon_zombie_v3_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v6updated_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v7_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v3_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v6_undiscovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v5updated_discovered_thumbnail.png,0,
dragon_nightcrawler_undiscoveredupdated_thumbnail.png,0,
dragon_nightcrawler_v1_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v4updated_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v1updated_undiscovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v1updated_discovered_thumbnail.png,0,
dragon_nightcrawler_v2_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v1_undiscovered_thumbnail.png,0,
dragon_nightcrawler_v1updated_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v6updated_undiscovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v7_undiscovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v4_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v3updated_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v2updated_discovered_thumbnail.png,0,
dragon_nightcrawler_undiscovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v7updated_undiscovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v2_undiscovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v2_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v4_undiscovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v6_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v1_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v3updated_undiscovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v2updated_undiscovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v5_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v3_undiscovered_thumbnail.png,0,
dragon_nightcrawler_v3_discovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v5_undiscovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v4updated_undiscovered_thumbnail.png,0,
dragon_nightcrawlerSuper_v5updated_undiscovered_thumbnail.png,0,
dragon_butterfly_v5_discovered_thumbnail.png,0,
dragon_butterfly_v1_undiscovered_thumbnail.png,0,
dragon_butterfly_v1_discovered_thumbnail.png,0,
dragon_butterfly_v7_undiscovered_thumbnail.png,0,
dragon_butterfly_v6_discovered_thumbnail.png,0,
dragon_butterfly_v6_undiscovered_thumbnail.png,0,
dragon_butterfly_v2_discovered_thumbnail.png,0,
dragon_butterfly_v3_undiscovered_thumbnail.png,0,
dragon_butterfly_v5_undiscovered_thumbnail.png,0,
dragon_butterfly_v4_discovered_thumbnail.png,0,
dragon_butterfly_v2_undiscovered_thumbnail.png,0,
dragon_butterfly_v3_discovered_thumbnail.png,0,
dragon_butterfly_v7_discovered_thumbnail.png,0,
dragon_butterfly_v4_undiscovered_thumbnail.png,0,
dragon_lightning_v3_discovered_thumbnail.png,0,
dragon_lightning_v1_discovered_thumbnail.png,0,
dragon_lightning_undiscovered_thumbnail.png,0,
dragon_lightning_v2_discovered_thumbnail.png,0,
dragon_feySummer_undiscovered_thumbnail.png,0,
dragon_feyBloodmoon_discovered_thumbnail.png,0,
dragon_feyBloodmoon_undiscovered_thumbnail.png,0,
dragon_feyAutumn_undiscovered_thumbnail.png,0,
dragon_feyBonfire_undiscovered_thumbnail.png,0,
dragon_feyAutumn_discovered_thumbnail.png,0,
dragon_feyWinter_undiscovered_thumbnail.png,0,
dragon_feyBonfire_discovered_thumbnail.png,0,
dragon_feySummer_discovered_thumbnail.png,0,
dragon_feyWinter_discovered_thumbnail.png,0,
dragon_feySpring_discovered_thumbnail.png,0,
dragon_feySpring_undiscovered_thumbnail.png,0,
dragon_springDandelion_v1_discovered_thumbnail.png,0,
